,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,original,alpha,delta,omicron,Original,Alpha,Delta,Omicron,cumCases,cumDeaths,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,823,S12000014,Falkirk,ltla,2020-03-04,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
1,1,1,1,1,822,S12000014,Falkirk,ltla,2020-03-05,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
2,2,2,2,2,821,S12000014,Falkirk,ltla,2020-03-06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
3,3,3,3,3,820,S12000014,Falkirk,ltla,2020-03-07,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
4,4,4,4,4,819,S12000014,Falkirk,ltla,2020-03-08,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
5,5,5,5,5,818,S12000014,Falkirk,ltla,2020-03-09,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.012980011347548,,,
6,6,6,6,6,817,S12000014,Falkirk,ltla,2020-03-10,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
7,7,7,7,7,816,S12000014,Falkirk,ltla,2020-03-11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
8,8,8,8,8,815,S12000014,Falkirk,ltla,2020-03-12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
9,9,9,9,9,814,S12000014,Falkirk,ltla,2020-03-13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.846021823557951,,,
10,10,10,10,10,813,S12000014,Falkirk,ltla,2020-03-14,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.786763830801392,,,
11,11,11,11,11,812,S12000014,Falkirk,ltla,2020-03-15,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.148354312329909,,,
12,12,12,12,12,811,S12000014,Falkirk,ltla,2020-03-16,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,4.105850040234244,,,
13,13,13,13,13,810,S12000014,Falkirk,ltla,2020-03-17,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,5.158137823320226,,,
14,14,14,14,14,809,S12000014,Falkirk,ltla,2020-03-18,4,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,1.0000001782357593,,,
15,15,15,15,15,808,S12000014,Falkirk,ltla,2020-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,5.1830158367794095,,,
16,16,16,16,16,807,S12000014,Falkirk,ltla,2020-03-20,5,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,2.699861343258629,,,
17,17,17,17,17,806,S12000014,Falkirk,ltla,2020-03-21,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,4.322264483565845,,,
18,18,18,18,18,805,S12000014,Falkirk,ltla,2020-03-22,4,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,5.204122160375206,,,
19,19,19,19,19,804,S12000014,Falkirk,ltla,2020-03-23,5,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,7.717512560893958,,,
20,20,20,20,20,803,S12000014,Falkirk,ltla,2020-03-24,8,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,7.582707690435641,,,
21,21,21,21,21,802,S12000014,Falkirk,ltla,2020-03-25,7,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,5.7960911353922295,,,
22,22,22,22,22,801,S12000014,Falkirk,ltla,2020-03-26,4,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,12.901431423423865,,,
23,23,23,23,23,800,S12000014,Falkirk,ltla,2020-03-27,8,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,27.522113042817683,,,
24,24,24,24,24,799,S12000014,Falkirk,ltla,2020-03-28,15,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,29.544446200007258,,,
25,25,25,25,25,798,S12000014,Falkirk,ltla,2020-03-29,12,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,82.0,0.0,47.70320556801308,,,
26,26,26,26,26,797,S12000014,Falkirk,ltla,2020-03-30,14,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,0.0,38.22911015291558,,,
27,27,27,27,27,796,S12000014,Falkirk,ltla,2020-03-31,7,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,103.0,0.0,87.39163312345022,,,
28,28,28,28,28,795,S12000014,Falkirk,ltla,2020-04-01,10,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,113.0,0.0,92.38586252467411,,,
29,29,29,29,29,794,S12000014,Falkirk,ltla,2020-04-02,6,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,119.0,0.0,247.5064047601517,,,
30,30,30,30,30,793,S12000014,Falkirk,ltla,2020-04-03,9,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,128.0,0.0,162.7941688337798,,,
31,31,31,31,31,792,S12000014,Falkirk,ltla,2020-04-04,3,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,131.0,0.0,8.223174359238298,,,
32,32,32,32,32,791,S12000014,Falkirk,ltla,2020-04-05,9,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,140.0,1.09375,2.944112495697815,,,
33,33,33,33,33,790,S12000014,Falkirk,ltla,2020-04-06,6,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,146.0,2.433333333333333,4.751727887655931,,,
34,34,34,34,34,789,S12000014,Falkirk,ltla,2020-04-07,7,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,153.0,2.0043668122270746,3.4218809019558383,,,
35,35,35,35,35,788,S12000014,Falkirk,ltla,2020-04-08,11,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,164.0,3.5781818181818186,5.239638507680363,,,
36,36,36,36,36,787,S12000014,Falkirk,ltla,2020-04-09,13,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,177.0,3.04297994269341,4.782736005947536,,,
37,37,37,37,37,786,S12000014,Falkirk,ltla,2020-04-10,12,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,189.0,2.8069306930693068,2.8309236061317575,,,
38,38,38,38,38,785,S12000014,Falkirk,ltla,2020-04-11,10,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,199.0,3.9449339207048464,1.6493541064365722,,,
39,39,39,39,39,784,S12000014,Falkirk,ltla,2020-04-12,6,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,205.0,4.93975903614458,3.4442945103905336,,,
40,40,40,40,40,783,S12000014,Falkirk,ltla,2020-04-13,12,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,217.0,4.554320987654322,2.5049875536180743,,,
41,41,41,41,41,782,S12000014,Falkirk,ltla,2020-04-14,8,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,4.815924657534246,2.6517479290725974,,,
42,42,42,42,42,781,S12000014,Falkirk,ltla,2020-04-15,9,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,234.0,5.448709880427941,7.081244483574304,,,
43,43,43,43,43,780,S12000014,Falkirk,ltla,2020-04-16,44,1.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,278.0,7.404020100502512,2.731498238874334,,,
44,44,44,44,44,779,S12000014,Falkirk,ltla,2020-04-17,17,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,295.0,9.342733188720171,3.0555687095645157,,,
45,45,45,45,45,778,S12000014,Falkirk,ltla,2020-04-18,27,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,322.0,12.508324084350722,1.39818578393713,,,
46,46,46,46,46,777,S12000014,Falkirk,ltla,2020-04-19,8,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,330.0,15.004608294930875,1.4964973973576245,,,
47,47,47,47,47,776,S12000014,Falkirk,ltla,2020-04-20,10,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,340.0,17.18131030980193,1.9651998293135409,,,
48,48,48,48,48,775,S12000014,Falkirk,ltla,2020-04-21,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,19.748401732315944,1.4802298010992034,,,
49,49,49,49,49,774,S12000014,Falkirk,ltla,2020-04-22,13,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,373.0,21.413799066228602,1.932750997365721,,,
