,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,alpha,delta,omicron,Alpha,Delta,Omicron,cumCases,cumDeaths,original,Original,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,820,E07000224,Arun,ltla,2020-03-14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0000000148529775,,,
1,1,1,1,1,819,E07000224,Arun,ltla,2020-03-15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000148529775,,,
2,2,2,2,2,818,E07000224,Arun,ltla,2020-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000148529775,,,
3,3,3,3,3,817,E07000224,Arun,ltla,2020-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.84674289425961,,,
4,4,4,4,4,816,E07000224,Arun,ltla,2020-03-18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0000000297059555,,,
5,5,5,5,5,815,E07000224,Arun,ltla,2020-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,13.675320220586242,,,
6,6,6,6,6,814,E07000224,Arun,ltla,2020-03-20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,8.165154265984611,,,
7,7,7,7,7,813,E07000224,Arun,ltla,2020-03-21,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,5.501084893798653,,,
8,8,8,8,8,812,E07000224,Arun,ltla,2020-03-22,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,4.068555342783906,,,
9,9,9,9,9,811,E07000224,Arun,ltla,2020-03-23,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,4.9230112339704455,,,
10,10,10,10,10,810,E07000224,Arun,ltla,2020-03-24,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,8.0,3.7867641120250193,,,
11,11,11,11,11,809,E07000224,Arun,ltla,2020-03-25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,10.0,3.1483545929045693,,,
12,12,12,12,12,808,E07000224,Arun,ltla,2020-03-26,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,12.0,3.484680418257359,,,
13,13,13,13,13,807,E07000224,Arun,ltla,2020-03-27,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,15.0,3.0790692751781163,,,
14,14,14,14,14,806,E07000224,Arun,ltla,2020-03-28,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,18.0,1.6868196315250903,,,
15,15,15,15,15,805,E07000224,Arun,ltla,2020-03-29,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,19.0,2.354500676819205,,,
16,16,16,16,16,804,E07000224,Arun,ltla,2020-03-30,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,21.0,3.583789414385407,,,
17,17,17,17,17,803,E07000224,Arun,ltla,2020-03-31,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,25.0,1.00000037132457,,,
