,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,alpha,delta,omicron,Alpha,Delta,Omicron,cumCases,cumDeaths,original,Original,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,822,E07000032,Amber Valley,ltla,2020-03-12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,193.71130584980162,,,
1,1,1,1,1,821,E07000032,Amber Valley,ltla,2020-03-13,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,72.00389104569676,,,
2,2,2,2,2,820,E07000032,Amber Valley,ltla,2020-03-14,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,43.58664867084278,,,
3,3,3,3,3,819,E07000032,Amber Valley,ltla,2020-03-15,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,8.0,16.138699093189327,,,
4,4,4,4,4,818,E07000032,Amber Valley,ltla,2020-03-16,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,10.0,5.778356734065618,,,
5,5,5,5,5,817,E07000032,Amber Valley,ltla,2020-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,11.0,4.168830645841706,,,
6,6,6,6,6,816,E07000032,Amber Valley,ltla,2020-03-18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,12.0,3.204663320592663,,,
7,7,7,7,7,815,E07000032,Amber Valley,ltla,2020-03-19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,13.0,2.6075307155218956,,,
8,8,8,8,8,814,E07000032,Amber Valley,ltla,2020-03-20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,14.0,5.091408001476808,,,
9,9,9,9,9,813,E07000032,Amber Valley,ltla,2020-03-21,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,18.0,4.411315114812366,,,
10,10,10,10,10,812,E07000032,Amber Valley,ltla,2020-03-22,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,23.0,2.114706205073202,,,
11,11,11,11,11,811,E07000032,Amber Valley,ltla,2020-03-23,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,25.0,2.7779493607750263,,,
12,12,12,12,12,810,E07000032,Amber Valley,ltla,2020-03-24,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,29.0,1.8015103913913126,,,
13,13,13,13,13,809,E07000032,Amber Valley,ltla,2020-03-25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,31.0,1.7560257523412746,,,
