,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,alpha,delta,omicron,Alpha,Delta,Omicron,cumCases,cumDeaths,original,Original,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,805,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-05,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,145.5334772368854,,,
1,1,1,1,1,804,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-06,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,89.75486245542768,,,
2,2,2,2,2,803,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-07,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,23.712878289946623,,,
3,3,3,3,3,802,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-08,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,1.000000074264892,,,
4,4,4,4,4,801,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-09,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
5,5,5,5,5,800,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
6,6,6,6,6,799,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
7,7,7,7,7,798,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
8,8,8,8,8,797,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
9,9,9,9,9,796,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
10,10,10,10,10,795,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
11,11,11,11,11,794,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
12,12,12,12,12,793,N09000002,"Armagh City, Banbridge and Craigavon",ltla,2020-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.000000074264892,,,
