,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,original,alpha,delta,omicron,Original,Alpha,Delta,Omicron,cumCases,cumDeaths,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,822,W06000022,Newport,ltla,2020-03-08,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
1,1,1,1,1,821,W06000022,Newport,ltla,2020-03-09,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000148529775,,,
2,2,2,2,2,820,W06000022,Newport,ltla,2020-03-10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,57.78219303875622,,,
3,3,3,3,3,819,W06000022,Newport,ltla,2020-03-11,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
4,4,4,4,4,818,W06000022,Newport,ltla,2020-03-12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,32.537150630247716,,,
5,5,5,5,5,817,W06000022,Newport,ltla,2020-03-13,3,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,11.864560900335727,,,
6,6,6,6,6,816,W06000022,Newport,ltla,2020-03-14,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,18.514825303260427,,,
7,7,7,7,7,815,W06000022,Newport,ltla,2020-03-15,11,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,7.924748422299137,,,
8,8,8,8,8,814,W06000022,Newport,ltla,2020-03-16,8,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,8.278903147569789,,,
9,9,9,9,9,813,W06000022,Newport,ltla,2020-03-17,17,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,2.023395464806241,,,
10,10,10,10,10,812,W06000022,Newport,ltla,2020-03-18,3,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,3.0642717537157322,,,
11,11,11,11,11,811,W06000022,Newport,ltla,2020-03-19,8,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,4.222535563273134,,,
12,12,12,12,12,810,W06000022,Newport,ltla,2020-03-20,18,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,3.2588039339034927,,,
13,13,13,13,13,809,W06000022,Newport,ltla,2020-03-21,16,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,88.0,0.0,2.816666063250774,,,
