,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,alpha,delta,omicron,Alpha,Delta,Omicron,cumCases,cumDeaths,original,Original,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,821,E07000027,Barrow-in-Furness,ltla,2020-03-13,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,145.53348156009656,,,
1,1,1,1,1,820,E07000027,Barrow-in-Furness,ltla,2020-03-14,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,1.0000000594119127,,,
2,2,2,2,2,819,E07000027,Barrow-in-Furness,ltla,2020-03-15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,38.85479767751057,,,
3,3,3,3,3,818,E07000027,Barrow-in-Furness,ltla,2020-03-16,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,6.0,35.40613463955168,,,
4,4,4,4,4,817,E07000027,Barrow-in-Furness,ltla,2020-03-17,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,11.0,15.016513662879014,,,
5,5,5,5,5,816,E07000027,Barrow-in-Furness,ltla,2020-03-18,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,15.0,9.005467559020147,,,
6,6,6,6,6,815,E07000027,Barrow-in-Furness,ltla,2020-03-19,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,19.0,5.984456848489529,,,
7,7,7,7,7,814,E07000027,Barrow-in-Furness,ltla,2020-03-20,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.0,23.0,5.656296731470361,,,
8,8,8,8,8,813,E07000027,Barrow-in-Furness,ltla,2020-03-21,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,29.0,3.707550384261274,,,
9,9,9,9,9,812,E07000027,Barrow-in-Furness,ltla,2020-03-22,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,34.0,3.679131464195242,,,
10,10,10,10,10,811,E07000027,Barrow-in-Furness,ltla,2020-03-23,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,7.0,41.0,3.7321239541278306,,,
11,11,11,11,11,810,E07000027,Barrow-in-Furness,ltla,2020-03-24,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,10.0,51.0,3.6183099157329695,,,
12,12,12,12,12,809,E07000027,Barrow-in-Furness,ltla,2020-03-25,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,13.0,64.0,3.358877018999485,,,
13,13,13,13,13,808,E07000027,Barrow-in-Furness,ltla,2020-03-26,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,15.0,79.0,2.8778722544881603,,,
14,14,14,14,14,807,E07000027,Barrow-in-Furness,ltla,2020-03-27,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,14.0,93.0,2.1514353730539866,,,
15,15,15,15,15,806,E07000027,Barrow-in-Furness,ltla,2020-03-28,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,9.0,102.0,3.7996625602095433,,,
16,16,16,16,16,805,E07000027,Barrow-in-Furness,ltla,2020-03-29,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,25.0,127.0,1.3726643932921307,,,
17,17,17,17,17,804,E07000027,Barrow-in-Furness,ltla,2020-03-30,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,3.0,130.0,3.435962191453621,,,
18,18,18,18,18,803,E07000027,Barrow-in-Furness,ltla,2020-03-31,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,19.0,149.0,5.2688130081135505,,,
19,19,19,19,19,802,E07000027,Barrow-in-Furness,ltla,2020-04-01,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,33.0,182.0,3.1592083366268007,,,
20,20,20,20,20,801,E07000027,Barrow-in-Furness,ltla,2020-04-02,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,14.0,196.0,2.201093827892543,,,
21,21,21,21,21,800,E07000027,Barrow-in-Furness,ltla,2020-04-03,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,6.0,202.0,6.760656086264924,,,
22,22,22,22,22,799,E07000027,Barrow-in-Furness,ltla,2020-04-04,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,23.0,225.0,16.599278017631814,,,
23,23,23,23,23,798,E07000027,Barrow-in-Furness,ltla,2020-04-05,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,53.0,278.0,13.055553228950707,,,
24,24,24,24,24,797,E07000027,Barrow-in-Furness,ltla,2020-04-06,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,33.0,311.0,15.10032686239957,,,
25,25,25,25,25,796,E07000027,Barrow-in-Furness,ltla,2020-04-07,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,28.0,339.0,21.748715677423448,,,
26,26,26,26,26,795,E07000027,Barrow-in-Furness,ltla,2020-04-08,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,28.0,367.0,16.008279954752986,,,
27,27,27,27,27,794,E07000027,Barrow-in-Furness,ltla,2020-04-09,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,15.0,382.0,11.582439218737866,,,
28,28,28,28,28,793,E07000027,Barrow-in-Furness,ltla,2020-04-10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,10.0,392.0,-8.877344220920355,,,
