,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,original,alpha,delta,omicron,Original,Alpha,Delta,Omicron,cumCases,cumDeaths,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,817,W06000016,Rhondda Cynon Taf,ltla,2020-03-13,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
1,1,1,1,1,816,W06000016,Rhondda Cynon Taf,ltla,2020-03-14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
2,2,2,2,2,815,W06000016,Rhondda Cynon Taf,ltla,2020-03-15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
3,3,3,3,3,814,W06000016,Rhondda Cynon Taf,ltla,2020-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
4,4,4,4,4,813,W06000016,Rhondda Cynon Taf,ltla,2020-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0000000297059555,,,
5,5,5,5,5,812,W06000016,Rhondda Cynon Taf,ltla,2020-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,20.01298060585226,,,
6,6,6,6,6,811,W06000016,Rhondda Cynon Taf,ltla,2020-03-19,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,18.19637177680826,,,
7,7,7,7,7,810,W06000016,Rhondda Cynon Taf,ltla,2020-03-20,6,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,3.0459479909559075,,,
8,8,8,8,8,809,W06000016,Rhondda Cynon Taf,ltla,2020-03-21,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,6.753542192843867,,,
9,9,9,9,9,808,W06000016,Rhondda Cynon Taf,ltla,2020-03-22,5,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,5.2796497059340535,,,
10,10,10,10,10,807,W06000016,Rhondda Cynon Taf,ltla,2020-03-23,6,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,5.644608682658079,,,
11,11,11,11,11,806,W06000016,Rhondda Cynon Taf,ltla,2020-03-24,11,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,4.642864356457231,,,
12,12,12,12,12,805,W06000016,Rhondda Cynon Taf,ltla,2020-03-25,13,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,4.35234962123768,,,
