Date,Temperature (°F),Dew Point (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),Precipitation (in),R0orig,R0alp,R0dlt,R0omi
2020-03-01,43.6,34.4,69.8,18.5,28.9,0.0,,,,
2020-03-02,40.4,34.6,80.3,9.7,29.1,0.0,,,,
2020-03-03,42.0,37.8,84.9,13.2,29.4,0.0,,,,
2020-03-04,41.2,36.9,85.3,5.2,29.6,0.0,,,,
2020-03-05,40.4,34.9,82.1,8.2,29.4,0.0,,,,
2020-03-06,40.3,35.6,85.0,5.7,29.6,0.0,,,,
2020-03-07,48.6,43.4,83.4,13.7,29.7,0.0,,,,
2020-03-08,48.4,42.5,80.9,14.0,29.4,0.0,,,,
2020-03-09,47.1,42.4,83.8,18.2,29.6,0.0,,,,
2020-03-10,53.1,47.5,81.7,16.9,29.4,0.0,,,,
2020-03-11,48.5,41.6,77.2,16.8,29.5,0.0,,,,
2020-03-12,44.5,35.0,69.9,23.9,29.5,0.0,0.9990821993973208,0.9988028784508132,0.9988607784509956,1.160097040733965
2020-03-13,46.0,40.6,82.1,13.8,29.9,0.0,0.9979486868111991,0.9978764462148048,0.9978846578808654,0.9990328637233652
2020-03-14,48.4,44.1,85.7,12.8,29.7,0.0,0.997534378723584,0.997537818383004,0.9975278704117811,1.1599014038088422
2020-03-15,47.9,42.3,80.7,15.1,29.6,0.0,0.9981523364009868,0.9980428727076184,0.9980600151955752,0.9991062911560428
2020-03-16,47.0,38.0,72.5,11.6,30.0,0.0,0.9978765089791932,0.9978244129032494,0.9978224794846196,0.8316045245861468
2020-03-17,53.7,47.7,80.0,15.5,30.0,0.0,0.9983374062124294,0.9981941179444164,0.9982193760239456,0.3420076152729008
2020-03-18,46.3,42.3,86.4,9.8,30.1,0.0,0.9988868513328714,0.9986431864359152,0.9986925296237024,0.34541149233199353
2020-03-19,45.2,36.9,75.1,7.0,30.3,0.0,0.999073154100855,0.9987954528512746,0.9988529629233284,0.1801457311188086
2020-03-20,44.3,34.3,69.8,14.3,30.4,0.0,0.9988446043109384,0.9986086494151376,0.9986561422839214,0.02655142199109761
2020-03-21,42.7,32.1,68.0,14.4,30.3,0.0,0.9979915320758274,0.9979114028923342,0.9979215049901352,0.5061531503292636
2020-03-22,43.2,34.1,71.0,10.9,30.3,0.0,0.9980455663850292,0.9979555582713328,0.9979680304859688,-0.12582917194924906
2020-03-23,44.7,34.7,69.2,9.2,30.2,0.0,0.9987337549855148,0.9985320532673431,0.9985606697583588,-0.5914389098514135
2020-03-24,51.4,41.9,70.7,11.6,30.1,0.0,0.9986713463756688,0.9984950722691686,0.998506921710123,-0.4207596573945773
2020-03-25,52.1,39.8,65.5,5.4,30.1,0.0,1.0004453836528964,0.9999170096513142,1.0000346686884034,0.8143036737331841
2020-03-26,49.7,31.6,53.4,5.6,30.2,0.0,0.9989710400874929,0.9987119654478352,0.998765005248252,0.9714581369903118
2020-03-27,47.8,32.1,56.0,9.9,30.3,0.0,0.9980430481885708,0.9979534725170012,0.9979658402841513,0.9655615031989659
2020-03-28,45.4,34.5,66.7,14.4,30.4,0.0,0.9978145025806172,0.9977666628355673,0.9977690155465658,1.269164732840491
2020-03-29,41.5,28.1,59.6,12.8,30.7,0.0,0.998434450337136,0.9982733682187648,0.9983028936141736,0.9684230179729943
2020-03-30,45.1,35.0,67.7,8.2,30.6,0.0,0.9987834518067098,0.9985586200172056,0.9986034422647159,2.6494958945779903
2020-03-31,44.9,37.1,74.3,7.7,30.4,0.0,0.9991444809630318,0.9988537052702976,0.9989143509929196,2.9789505130900054
2020-04-01,46.4,39.9,78.4,11.1,30.1,0.0,0.9997213556431368,0.9993252158376984,0.9994111442636874,2.3899835343278064
2020-04-02,48.8,43.3,81.5,16.2,29.9,0.0,1.0010543658699074,1.0004147634033165,1.0005591123266089,4.475098400557903
2020-04-03,48.8,39.6,71.7,9.7,29.9,0.0,0.9996194573121371,0.9992419276844412,0.9993233904466952,3.7523245456304983
2020-04-04,50.6,42.6,74.2,9.8,29.9,0.0,0.9991206510675402,0.9988342219188304,0.9988938244245088,4.823170708563449
2020-04-05,56.4,42.1,59.9,14.6,29.7,0.0,0.9993196034812596,0.9989968352156552,0.9990651574467412,4.7719584181077686
2020-04-06,53.7,43.5,69.1,12.4,29.9,0.0,1.0009994907639626,1.000369912161322,1.0005118558483657,2.568865246804079
2020-04-07,51.6,40.8,68.6,7.7,30.3,0.0,1.0024008625391496,1.0015153420774248,1.0017187009904622,3.850541987245317
2020-04-08,55.9,44.6,67.4,4.7,30.2,0.0,1.0038576346403982,1.0027060475798384,1.0029732509600455,3.9075469065301416
2020-04-09,55.9,48.3,76.2,6.9,30.2,0.0,1.005467197099486,1.0040216230165624,1.0043593699639692,0.949165869959506
2020-04-10,58.3,50.2,75.8,7.9,30.1,0.0,1.0024821729183688,1.0015817806488911,1.0017887072920966,1.8894848083149047
2020-04-11,57.5,52.1,82.7,5.9,30.1,0.0,1.0008125272895183,1.0002170927986516,1.000350843250074,-0.20454010483595145
2020-04-12,54.5,49.9,85.0,8.7,29.9,0.0,1.0041759943111943,1.0029662198301608,1.0032473839744014,-0.7603747376951127
2020-04-13,46.3,33.1,61.2,14.8,30.3,0.0,1.0052722106202598,1.0038621916053363,1.0041914045409752,0.00506503137643466
2020-04-14,45.3,33.6,65.1,4.8,30.3,0.0,1.009933599648695,1.0076721020793646,1.0082056282662668,-0.5260502650013466
2020-04-15,50.8,38.3,65.9,4.5,30.1,0.0,1.0115100750826829,1.0089604945912776,1.0095631419739768,0.04661973900053118
2020-04-16,55.0,40.4,61.5,8.2,29.9,0.0,1.0149992718865328,1.011812122434326,1.0125677466731653,3.4650449360685576
2020-04-17,52.3,42.1,68.8,13.4,30.0,0.0,1.0097371348707394,1.0075111409258222,1.00803613238813,4.966545820112944
2020-04-18,46.4,40.8,80.8,7.3,30.0,0.0,1.008183789376075,1.0062415121446675,1.0066984243554618,2.455938370575486
2020-04-19,51.7,37.9,62.7,10.7,30.1,0.0,1.0105915771522025,1.0082092711554915,1.0087717603560988,5.142669129770364
2020-04-20,50.9,36.4,60.9,16.0,30.1,0.0,1.0129862409025645,1.0101662228140311,1.010833729838808,2.1425066272862345
2020-04-21,54.3,39.4,60.8,19.0,30.1,0.0,1.01573008241644,1.012408436914825,1.0132767214106664,4.1340018996051064
2020-04-22,56.0,42.4,62.6,13.5,30.1,0.0,1.016183183550157,1.0127784430768036,1.0137126473224134,7.8649001539086525
2020-04-23,55.7,43.8,66.5,6.6,30.1,0.0,1.0196905095269115,1.0156443686996797,1.0167351103919593,8.908958714193396
2020-04-24,57.1,42.9,61.9,5.9,29.9,0.0,1.013348090740951,1.0104609718511677,1.0111445615677748,12.868771183200991
2020-04-25,55.3,44.8,69.3,6.8,29.9,0.0,1.0105341111970412,1.0081612662224764,1.0087214606354744,9.336158697730404
2020-04-26,55.1,47.0,75.0,6.3,29.8,0.0,1.0120127668049843,1.0093694401823743,1.009994524128605,6.693170158838493
2020-04-27,52.3,40.1,64.4,8.2,29.7,0.0,1.013578008803723,1.0106483066859608,1.011342090916924,2.700824393561789
2020-04-28,48.0,42.0,79.6,7.9,29.6,0.0,1.0158971858965098,1.0125431608235829,1.013338738029164,6.754489881056437
2020-05-01,51.3,42.8,73.0,14.8,29.4,0.0,1.0129995551542443,1.0101746814400552,1.010843276924047,8.076287987288381
2020-05-02,51.1,43.5,74.9,11.0,29.7,0.0,1.0099964918702131,1.007720826690379,1.0082576600101905,9.945770622781753
2020-05-03,51.7,43.5,74.9,4.1,29.9,0.0,1.011076960941161,1.0086035012914685,1.0091877800923446,3.3180575410973097
2020-05-04,54.9,43.9,68.3,11.3,30.0,0.0,1.011513953881136,1.0089603964096672,1.0095638844056365,5.330859273296237
2020-05-05,51.8,38.1,61.3,14.3,30.1,0.0,1.0119494154257225,1.0093160218917845,1.0099386555374246,2.649672737774916
2020-05-06,52.4,37.8,61.2,7.2,30.2,0.0,1.0109452257706972,1.0084954357887217,1.009074018737859,2.6654965675409814
2020-05-07,57.8,44.8,63.5,6.1,30.1,0.0,1.0109950167217645,1.0085359769234576,1.0091167731624688,6.491309922808593
2020-05-08,58.0,50.3,76.8,4.5,30.0,0.0,1.0072243062396296,1.0054552755583408,1.0058705464984148,4.54217304784657
2020-05-09,60.9,50.1,71.2,4.8,29.8,0.0,1.0051536210373069,1.0037635466417474,1.0040879118419914,4.197095857213172
2020-05-10,49.9,39.0,67.7,15.7,29.9,0.0,1.0056837806697752,1.0041966378581937,1.0045442864820526,4.286055114048328
