Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,UV Total Index,Total_Arrival,National_Arrival,PopulationDensity,latitude,longitude
2020-03-01,41.7,69.2,17.1,28.8,,,,,,0.8,257300.0,145600.0,3055.0,51.76373635335291,0.1072426187552852
2020-03-02,40.0,79.6,7.8,28.9,,,,,,0.6524,228200.0,122500.0,3055.0,51.76373629998266,0.10724237374394517
2020-03-03,38.8,82.4,8.8,29.2,,,,,,0.5238,181900.0,93000.0,3055.0,51.763736395080464,0.10724245366695215
2020-03-04,38.8,87.2,6.8,29.4,,,,,,0.4905,167900.0,83200.0,3055.0,51.763736297795894,0.10724237000451875
2020-03-05,40.4,94.8,12.6,29.0,,,,,,0.1952,205000.0,98400.0,3055.0,51.763736451505004,0.10724234408569908
2020-03-06,39.9,76.2,7.0,29.3,,,,,,0.7714,235300.0,102700.0,3055.0,51.76373632215804,0.10724240640301275
2020-03-07,43.2,83.5,12.3,29.6,,,,,,0.6,225100.0,125100.0,3055.0,51.76373632372302,0.10724233472357599
2020-03-08,48.7,76.2,17.6,29.3,,,,,,0.5619,246600.0,150100.0,3055.0,51.76373640935707,0.10724232043376311
2020-03-09,43.2,82.1,12.6,29.4,,,,,,0.5905,217000.0,126300.0,3055.0,51.7637364856348,0.10724235148737632
2020-03-10,53.8,86.4,17.2,29.3,,,,,,0.8714,187900.0,98500.0,3055.0,51.76373644504369,0.10724246121688616
2020-03-11,49.9,77.9,15.2,29.4,,,,,,,175700.0,88600.0,3055.0,51.76373635296252,0.1072424926589212
2020-03-12,44.3,65.1,19.7,29.4,145.5334772368854,,,,,0.9824,184200.0,96700.0,3055.0,51.763736323383235,0.10724231066069802
2020-03-13,44.6,72.7,10.5,29.6,1.0000000297059557,,,,,0.9273,195200.0,104200.0,3055.0,51.76373634252166,0.10724228030192366
2020-03-14,47.0,85.4,11.9,29.6,38.854795946182215,,,,,0.8773,192200.0,125800.0,3055.0,51.76373647182534,0.10724236160868289
2020-03-15,47.6,87.0,13.7,29.4,1.000000044558934,,,,,0.2826,201000.0,141400.0,3055.0,51.76373657879581,0.10724242687629999
2020-03-16,43.1,79.1,5.9,29.7,1.000000044558934,,,,,1.2087,159400.0,112700.0,3055.0,51.76373642706604,0.10724237338853514
2020-03-17,47.1,83.0,15.0,29.9,1.000000044558934,,,,,0.9,109500.0,77300.0,3055.0,51.76373633237432,0.10724222721160513
2020-03-18,51.1,88.0,12.8,29.9,1.000000044558934,,,,,0.5522,87000.0,62100.0,3055.0,51.76373639652706,0.10724234904258484
2020-03-19,43.5,93.0,8.6,29.9,10.002169713332414,,,,,0.2818,80900.0,58500.0,3055.0,51.763736431535605,0.10724242676758945
2020-03-20,42.7,81.4,13.0,30.0,4.068555342783906,,,,,1.0955,64200.0,46900.0,3055.0,51.763736347544175,0.10724233095882818
2020-03-21,41.1,70.3,13.3,29.9,4.9230112339704455,,,,,1.2652,51500.0,37000.0,3055.0,51.76373635050943,0.10724247982197463
2020-03-22,40.6,70.8,12.0,29.9,6.359161900147344,,,,,1.1,36400.0,23600.0,3055.0,51.763736442029575,0.1072423764110803
2020-03-23,41.8,66.8,12.0,29.9,2.718683831112478,,,,,1.4542,28000.0,17600.0,3055.0,51.76373633495351,0.10724231369691219
2020-03-24,44.3,61.7,10.4,29.9,1.776462810262554,,,,,1.5667,22600.0,14200.0,3055.0,51.76373651454562,0.10724228452233941
2020-03-25,42.4,61.7,7.3,29.9,4.796561420466679,,,,,1.6913,14800.0,8900.0,3055.0,51.76373638629288,0.10724237400681705
2020-03-26,41.4,65.3,9.6,29.8,4.044900058385489,,,,,1.575,14600.0,8600.0,3055.0,51.76373642579119,0.10724234955830907
2020-03-27,42.5,71.6,10.8,29.9,4.55556505540319,,,,,1.45,13100.0,7800.0,3055.0,51.763736481944356,0.10724247612717552
2020-03-28,42.1,73.8,15.2,30.0,2.1266531389022187,,,,,1.0542,11400.0,7000.0,3055.0,51.76373630997708,0.10724227332038867
2020-03-29,38.7,64.8,16.1,30.2,4.6043455661338,,,,,0.9958,10000.0,5800.0,3055.0,51.76373631102925,0.10724237341191653
2020-03-30,40.5,78.4,9.6,30.1,3.7466950697386254,,,,,0.6625,5700.0,2900.0,3055.0,51.763736309619155,0.10724237723223005
2020-03-31,41.1,73.4,8.2,30.1,6.718967268195709,,,,,1.1667,5500.0,2700.0,3055.0,51.76373637494191,0.10724227494877749
2020-04-01,38.1,75.5,3.8,29.8,7.042260153877585,,,,,0.9458,4400.0,2200.0,3055.0,51.76373637908181,0.10724240355879543
2020-04-02,47.0,70.2,7.3,29.6,7.830802217561097,,,,,1.028,4700.0,2300.0,3055.0,51.763736240422226,0.10724238212213999
2020-04-03,47.5,63.6,5.4,29.7,4.17757021935397,,,,,1.484,5400.0,2600.0,3055.0,51.76373615821677,0.10724237218641436
2020-04-04,48.6,68.2,8.8,29.7,6.730090764862537,,,,,1.932,5500.0,2700.0,3055.0,51.763736394348484,0.10724226385752317
2020-04-05,55.3,57.8,13.1,29.6,19.030186307716885,,,,,2.116,5300.0,2500.0,3055.0,51.76373625628723,0.10724244885266918
2020-04-06,55.1,60.8,8.4,29.6,23.517628886532048,,,,,1.5923,3300.0,1900.0,3055.0,51.76373650836358,0.10724232768854369
2020-04-07,52.2,62.1,8.1,30.0,33.223532000683115,,,,,1.8038,4200.0,2500.0,3055.0,51.76373640237897,0.10724224419414628
2020-04-08,56.4,65.5,6.2,29.9,55.23477351803484,,,,,1.6423,4300.0,2200.0,3055.0,51.76373644547464,0.10724224116104532
2020-04-09,57.4,60.6,8.6,29.9,118.69397505237816,,,,,1.9577,4500.0,2800.0,3055.0,51.76373631862085,0.10724240384054047
2020-04-10,55.7,67.2,10.5,29.9,67.99115553134034,,,,,2.1192,3600.0,1800.0,3055.0,51.76373627961412,0.10724232140147678
2020-04-11,59.4,61.1,7.0,29.8,1.0000023467759185,,,,,1.8577,3700.0,2500.0,3055.0,51.76373640550873,0.10724238718247228
2020-04-12,59.1,65.2,7.1,29.6,6.923850270842996,,,,,1.8115,3300.0,1700.0,3055.0,51.76373622131079,0.1072424266710866
2020-04-13,44.7,68.2,14.3,29.9,2.2099644555323104,,,,,1.6654,3000.0,1800.0,3055.0,51.76373639803617,0.10724236679224453
2020-04-14,43.9,61.4,6.6,30.0,4.667755666829797,,,,,2.2654,1900.0,1000.0,3055.0,51.76373628974485,0.10724243564001192
2020-04-15,47.0,67.1,5.5,29.8,3.015781621140855,,,,,2.2077,2700.0,1300.0,3055.0,51.76373635879731,0.10724231578405226
2020-04-16,52.7,63.9,7.6,29.6,3.06756603732965,,,,,1.5115,2800.0,1600.0,3055.0,51.763736345505585,0.10724225209346676
2020-04-17,50.0,73.4,13.3,29.7,2.1848676609467232,,,,,0.6692,3100.0,1700.0,3055.0,51.76373637801123,0.10724255149172482
2020-04-18,48.2,82.8,7.6,29.7,1.738519217693049,,,,,1.0038,3200.0,1900.0,3055.0,51.76373640851272,0.10724256983185294
2020-04-19,50.1,70.1,10.2,29.8,2.0146425113619877,,,,,2.2038,2300.0,1100.0,3055.0,51.76373631366837,0.10724222321775147
2020-04-20,51.2,63.6,16.3,29.7,3.749627704094499,,,,,2.1071,3100.0,1900.0,3055.0,51.763736454834934,0.10724226535461964
2020-04-21,52.7,60.9,14.3,29.7,2.4218384517261566,,,,,2.1536,3300.0,2300.0,3055.0,51.763736336639944,0.1072423316874582
2020-04-22,54.9,61.9,11.6,29.7,1.6600652593932153,,,,,2.1964,3900.0,2200.0,3055.0,51.763736457464695,0.10724229691040332
2020-04-23,55.5,65.2,6.6,29.7,1.8210856730929827,,,,,2.2536,2900.0,1800.0,3055.0,51.76373645926402,0.10724239411779019
2020-04-24,53.0,69.6,6.0,29.6,1.2272716515939217,,,,,2.2107,4500.0,2800.0,3055.0,51.7637361800078,0.10724217298104903
2020-04-25,47.9,77.3,6.5,29.6,1.639072247683106,,,,,2.2536,3500.0,2300.0,3055.0,51.76373611975031,0.10724231728562231
2020-04-26,52.4,67.2,5.9,29.5,1.4512229184199728,,,,,2.2929,3900.0,2400.0,3055.0,51.763736426165345,0.10724232711566332
2020-04-27,52.8,73.3,6.3,29.4,1.6430286507769822,,,,,1.2964,3300.0,2100.0,3055.0,51.763736313520674,0.10724240558616648
2020-04-28,45.5,89.4,10.0,29.3,1.3861081953484609,,,,,0.3464,4300.0,2800.0,3055.0,51.763736353054846,0.10724230675880202
2020-05-01,49.5,77.2,10.4,29.1,1.3490572264069187,,,,,1.5964,4900.0,2600.0,3055.0,51.763736496505544,0.10724236059884716
2020-05-02,50.4,70.4,6.8,29.4,1.0254295258882264,,,,,2.1143,3800.0,1900.0,3055.0,51.7637362456144,0.10724226978375845
2020-05-03,51.1,73.9,4.3,29.6,1.3162504619158295,,,,,1.1393,4700.0,1800.0,3055.0,51.76373640811619,0.10724241320160914
2020-05-04,51.0,76.0,8.2,29.7,1.0991643955268444,,,,,2.2179,2700.0,900.0,3055.0,51.76373632687118,0.1072423415498274
2020-05-05,47.8,69.7,13.0,29.8,1.182411183417829,,,,,2.4464,3100.0,1800.0,3055.0,51.76373621383913,0.10724236226263517
2020-05-06,49.6,69.5,8.2,29.9,1.032468516697675,,,,,2.5786,4400.0,1900.0,3055.0,51.76373621589637,0.10724243231152193
2020-05-07,55.2,70.1,6.0,29.8,1.0283235919160378,,,,,2.4759,4500.0,2100.0,3055.0,51.76373640288331,0.107242263248058
2020-05-08,61.4,61.4,5.6,29.7,0.9915164657675416,,,,,2.3207,4600.0,1600.0,3055.0,51.76373634096199,0.10724234935041184
2020-05-09,61.9,55.3,6.0,29.5,0.9196934113155998,,,,,2.4241,3700.0,1500.0,3055.0,51.763736384059236,0.10724232057236185
2020-05-10,50.2,75.6,13.5,29.5,1.0323575770518996,,,,,1.3033,3900.0,1400.0,3055.0,51.7637363358793,0.1072423971764443
2020-05-11,44.6,57.9,14.8,29.7,1.0321541917181445,,,,,1.7483,3500.0,1300.0,3055.0,51.76373643380097,0.1072425763928294
2020-05-12,45.6,63.9,4.9,29.8,1.0728902993936718,,,,,2.1033,3300.0,1300.0,3055.0,51.763736373827065,0.10724241304261081
2020-05-13,45.3,64.7,10.0,29.7,1.0237641775505308,,,,,2.0828,4400.0,1900.0,3055.0,51.763736274358,0.10724219411868223
2020-05-14,44.6,66.9,7.3,29.8,0.9847074836059496,,,,,2.58,4400.0,1700.0,3055.0,51.76373625243191,0.1072423900783905
2020-05-15,49.4,63.6,4.3,29.8,1.0194741923018198,,,,,2.32,5100.0,1800.0,3055.0,51.76373633590935,0.10724225271809401
2020-05-16,50.5,66.3,5.2,29.9,0.9614851288563316,,,,,1.89,3300.0,900.0,3055.0,51.763736451343235,0.10724242210492677
2020-05-17,55.1,65.2,5.4,29.8,1.0195165784679598,,,,,2.3967,4300.0,1500.0,3055.0,51.763736447951565,0.10724224520021348
2020-05-18,60.1,57.4,8.8,29.8,0.9754110396531579,,,,,2.8833,4500.0,1200.0,3055.0,51.7637364743313,0.10724250208372123
2020-05-19,63.9,65.3,5.5,29.8,1.0020970281383492,,,,,3.0467,3400.0,1300.0,3055.0,51.76373626814751,0.1072425501725217
2020-05-20,67.5,64.3,6.9,29.8,0.9948869619813524,,,,,2.9533,6800.0,2400.0,3055.0,51.763736299831734,0.10724231675012526
2020-05-21,67.8,61.9,4.8,29.7,0.9917255675350479,,,,,2.7933,4400.0,1700.0,3055.0,51.76373632495017,0.10724241179044552
2020-05-22,64.6,51.4,14.8,29.6,0.9845815326284656,,,,,2.4067,5000.0,1400.0,3055.0,51.76373632852812,0.10724238506864171
2020-05-23,56.5,62.2,16.4,29.8,0.9858160662042056,,,,,2.2133,4500.0,1400.0,3055.0,51.76373611244794,0.1072424116540312
