date,Omicron - BA5,CumOmicron - BA5
23/05/2022,865.0,8178.0
24/05/2022,874.0,9052.0
25/05/2022,901.0,9953.0
26/05/2022,920.0,10873.0
27/05/2022,934.0,11807.0
28/05/2022,939.0,12746.0
29/05/2022,1141.0,13887.0
30/05/2022,1543.0,15430.0
31/05/2022,1590.0,17020.0
01/06/2022,1677.0,18697.0
02/06/2022,1574.0,20271.0
03/06/2022,1824.0,22095.0
04/06/2022,2157.0,24252.0
05/06/2022,3010.0,27262.0
06/06/2022,3553.0,30815.0
07/06/2022,3450.0,34265.0
08/06/2022,3652.0,37917.0
09/06/2022,3520.0,41437.0
10/06/2022,3389.0,44826.0
11/06/2022,3145.0,47971.0
12/06/2022,4006.0,51977.0
