date,Omicron,CumOmicron
31/01/2021,0.0,0.0
01/02/2021,0.0,0.0
02/02/2021,0.0,0.0
03/02/2021,0.0,0.0
04/02/2021,0.0,0.0
05/02/2021,0.0,0.0
06/02/2021,0.0,0.0
07/02/2021,0.0,0.0
08/02/2021,0.0,0.0
09/02/2021,0.0,0.0
10/02/2021,0.0,0.0
11/02/2021,0.0,0.0
12/02/2021,0.0,0.0
13/02/2021,0.0,0.0
14/02/2021,0.0,0.0
15/02/2021,0.0,0.0
16/02/2021,0.0,0.0
17/02/2021,0.0,0.0
18/02/2021,0.0,0.0
19/02/2021,0.0,0.0
20/02/2021,0.0,0.0
21/02/2021,0.0,0.0
22/02/2021,0.0,0.0
23/02/2021,0.0,0.0
24/02/2021,0.0,0.0
25/02/2021,0.0,0.0
26/02/2021,0.0,0.0
27/02/2021,0.0,0.0
28/02/2021,0.0,0.0
01/03/2021,0.0,0.0
02/03/2021,0.0,0.0
03/03/2021,0.0,0.0
04/03/2021,0.0,0.0
05/03/2021,0.0,0.0
06/03/2021,0.0,0.0
07/03/2021,0.0,0.0
08/03/2021,0.0,0.0
09/03/2021,0.0,0.0
10/03/2021,0.0,0.0
11/03/2021,0.0,0.0
12/03/2021,0.0,0.0
13/03/2021,0.0,0.0
14/03/2021,0.0,0.0
15/03/2021,0.0,0.0
16/03/2021,0.0,0.0
17/03/2021,0.0,0.0
18/03/2021,0.0,0.0
19/03/2021,0.0,0.0
20/03/2021,0.0,0.0
21/03/2021,0.0,0.0
22/03/2021,0.0,0.0
23/03/2021,0.0,0.0
24/03/2021,0.0,0.0
25/03/2021,0.0,0.0
26/03/2021,0.0,0.0
27/03/2021,0.0,0.0
28/03/2021,0.0,0.0
29/03/2021,0.0,0.0
30/03/2021,0.0,0.0
31/03/2021,0.0,0.0
01/04/2021,0.0,0.0
02/04/2021,0.0,0.0
03/04/2021,0.0,0.0
04/04/2021,0.0,0.0
05/04/2021,0.0,0.0
06/04/2021,0.0,0.0
07/04/2021,0.0,0.0
08/04/2021,0.0,0.0
09/04/2021,0.0,0.0
10/04/2021,0.0,0.0
11/04/2021,0.0,0.0
12/04/2021,0.0,0.0
13/04/2021,0.0,0.0
14/04/2021,0.0,0.0
15/04/2021,0.0,0.0
16/04/2021,0.0,0.0
17/04/2021,0.0,0.0
18/04/2021,0.0,0.0
19/04/2021,0.0,0.0
20/04/2021,0.0,0.0
21/04/2021,0.0,0.0
22/04/2021,0.0,0.0
23/04/2021,0.0,0.0
24/04/2021,0.0,0.0
25/04/2021,0.0,0.0
26/04/2021,0.0,0.0
27/04/2021,0.0,0.0
28/04/2021,0.0,0.0
29/04/2021,0.0,0.0
30/04/2021,0.0,0.0
01/05/2021,0.0,0.0
02/05/2021,0.0,0.0
03/05/2021,0.0,0.0
04/05/2021,0.0,0.0
05/05/2021,0.0,0.0
06/05/2021,0.0,0.0
07/05/2021,0.0,0.0
08/05/2021,0.0,0.0
09/05/2021,0.0,0.0
10/05/2021,0.0,0.0
11/05/2021,0.0,0.0
12/05/2021,0.0,0.0
13/05/2021,0.0,0.0
14/05/2021,0.0,0.0
15/05/2021,0.0,0.0
16/05/2021,0.0,0.0
17/05/2021,0.0,0.0
18/05/2021,0.0,0.0
19/05/2021,0.0,0.0
20/05/2021,0.0,0.0
21/05/2021,0.0,0.0
22/05/2021,0.0,0.0
23/05/2021,0.0,0.0
24/05/2021,0.0,0.0
25/05/2021,0.0,0.0
26/05/2021,0.0,0.0
27/05/2021,0.0,0.0
28/05/2021,0.0,0.0
29/05/2021,0.0,0.0
30/05/2021,0.0,0.0
31/05/2021,0.0,0.0
01/06/2021,0.0,0.0
02/06/2021,0.0,0.0
03/06/2021,0.0,0.0
04/06/2021,0.0,0.0
05/06/2021,0.0,0.0
06/06/2021,0.0,0.0
07/06/2021,0.0,0.0
08/06/2021,0.0,0.0
09/06/2021,0.0,0.0
10/06/2021,0.0,0.0
11/06/2021,0.0,0.0
12/06/2021,0.0,0.0
13/06/2021,0.0,0.0
14/06/2021,0.0,0.0
15/06/2021,0.0,0.0
16/06/2021,0.0,0.0
17/06/2021,0.0,0.0
18/06/2021,0.0,0.0
19/06/2021,0.0,0.0
20/06/2021,0.0,0.0
21/06/2021,0.0,0.0
22/06/2021,0.0,0.0
23/06/2021,0.0,0.0
24/06/2021,0.0,0.0
25/06/2021,0.0,0.0
26/06/2021,0.0,0.0
27/06/2021,0.0,0.0
28/06/2021,0.0,0.0
29/06/2021,0.0,0.0
30/06/2021,0.0,0.0
01/07/2021,0.0,0.0
02/07/2021,0.0,0.0
03/07/2021,0.0,0.0
04/07/2021,0.0,0.0
05/07/2021,0.0,0.0
06/07/2021,0.0,0.0
07/07/2021,0.0,0.0
08/07/2021,0.0,0.0
09/07/2021,0.0,0.0
10/07/2021,0.0,0.0
11/07/2021,0.0,0.0
12/07/2021,0.0,0.0
13/07/2021,0.0,0.0
14/07/2021,0.0,0.0
15/07/2021,0.0,0.0
16/07/2021,0.0,0.0
17/07/2021,0.0,0.0
18/07/2021,0.0,0.0
19/07/2021,0.0,0.0
20/07/2021,0.0,0.0
21/07/2021,0.0,0.0
22/07/2021,0.0,0.0
23/07/2021,0.0,0.0
24/07/2021,0.0,0.0
25/07/2021,0.0,0.0
26/07/2021,0.0,0.0
27/07/2021,0.0,0.0
28/07/2021,0.0,0.0
29/07/2021,0.0,0.0
30/07/2021,0.0,0.0
31/07/2021,0.0,0.0
01/08/2021,0.0,0.0
02/08/2021,0.0,0.0
03/08/2021,0.0,0.0
04/08/2021,0.0,0.0
05/08/2021,0.0,0.0
06/08/2021,0.0,0.0
07/08/2021,0.0,0.0
08/08/2021,0.0,0.0
09/08/2021,0.0,0.0
10/08/2021,0.0,0.0
11/08/2021,0.0,0.0
12/08/2021,0.0,0.0
13/08/2021,0.0,0.0
14/08/2021,0.0,0.0
15/08/2021,0.0,0.0
16/08/2021,0.0,0.0
17/08/2021,0.0,0.0
18/08/2021,0.0,0.0
19/08/2021,0.0,0.0
20/08/2021,0.0,0.0
21/08/2021,0.0,0.0
22/08/2021,0.0,0.0
23/08/2021,0.0,0.0
24/08/2021,0.0,0.0
25/08/2021,0.0,0.0
26/08/2021,0.0,0.0
27/08/2021,0.0,0.0
28/08/2021,0.0,0.0
29/08/2021,0.0,0.0
30/08/2021,0.0,0.0
31/08/2021,0.0,0.0
01/09/2021,0.0,0.0
02/09/2021,0.0,0.0
03/09/2021,0.0,0.0
04/09/2021,0.0,0.0
05/09/2021,0.0,0.0
06/09/2021,0.0,0.0
07/09/2021,0.0,0.0
08/09/2021,0.0,0.0
09/09/2021,0.0,0.0
10/09/2021,0.0,0.0
11/09/2021,0.0,0.0
12/09/2021,0.0,0.0
13/09/2021,0.0,0.0
14/09/2021,0.0,0.0
15/09/2021,0.0,0.0
16/09/2021,0.0,0.0
17/09/2021,0.0,0.0
18/09/2021,0.0,0.0
19/09/2021,0.0,0.0
20/09/2021,0.0,0.0
21/09/2021,0.0,0.0
22/09/2021,0.0,0.0
23/09/2021,0.0,0.0
24/09/2021,0.0,0.0
25/09/2021,0.0,0.0
26/09/2021,0.0,0.0
27/09/2021,0.0,0.0
28/09/2021,0.0,0.0
29/09/2021,0.0,0.0
30/09/2021,0.0,0.0
01/10/2021,0.0,0.0
02/10/2021,0.0,0.0
03/10/2021,0.0,0.0
04/10/2021,0.0,0.0
05/10/2021,0.0,0.0
06/10/2021,0.0,0.0
07/10/2021,0.0,0.0
08/10/2021,0.0,0.0
09/10/2021,0.0,0.0
10/10/2021,0.0,0.0
11/10/2021,0.0,0.0
12/10/2021,0.0,0.0
13/10/2021,0.0,0.0
14/10/2021,0.0,0.0
15/10/2021,0.0,0.0
16/10/2021,0.0,0.0
17/10/2021,0.0,0.0
18/10/2021,0.0,0.0
19/10/2021,0.0,0.0
20/10/2021,0.0,0.0
21/10/2021,0.0,0.0
22/10/2021,0.0,0.0
23/10/2021,0.0,0.0
24/10/2021,0.0,0.0
25/10/2021,1.0,1.0
26/10/2021,2.0,3.0
27/10/2021,3.0,6.0
28/10/2021,3.0,9.0
29/10/2021,4.0,13.0
30/10/2021,4.0,17.0
31/10/2021,5.0,22.0
01/11/2021,5.0,27.0
02/11/2021,4.0,31.0
03/11/2021,3.0,34.0
04/11/2021,2.0,36.0
05/11/2021,2.0,38.0
06/11/2021,1.0,39.0
07/11/2021,1.0,40.0
08/11/2021,2.0,42.0
09/11/2021,2.0,44.0
10/11/2021,3.0,47.0
11/11/2021,4.0,51.0
12/11/2021,4.0,55.0
13/11/2021,4.0,59.0
14/11/2021,5.0,64.0
15/11/2021,19.0,83.0
16/11/2021,27.0,110.0
17/11/2021,36.0,146.0
18/11/2021,44.0,190.0
19/11/2021,48.0,238.0
20/11/2021,51.0,289.0
21/11/2021,62.0,351.0
22/11/2021,158.0,509.0
23/11/2021,221.0,730.0
24/11/2021,284.0,1014.0
25/11/2021,328.0,1342.0
26/11/2021,356.0,1698.0
27/11/2021,350.0,2048.0
28/11/2021,474.0,2522.0
29/11/2021,1483.0,4005.0
30/11/2021,2279.0,6284.0
01/12/2021,3062.0,9346.0
02/12/2021,3517.0,12863.0
03/12/2021,3868.0,16731.0
04/12/2021,3857.0,20588.0
05/12/2021,4638.0,25226.0
06/12/2021,10045.0,35271.0
07/12/2021,12545.0,47816.0
08/12/2021,16253.0,64069.0
09/12/2021,18981.0,83050.0
10/12/2021,20388.0,103438.0
11/12/2021,21688.0,125126.0
12/12/2021,26945.0,152071.0
13/12/2021,47120.0,199191.0
14/12/2021,59007.0,258198.0
15/12/2021,68291.0,326489.0
16/12/2021,67540.0,394029.0
17/12/2021,64120.0,458149.0
18/12/2021,62319.0,520468.0
19/12/2021,64702.0,585170.0
20/12/2021,98957.0,684127.0
21/12/2021,111349.0,795476.0
22/12/2021,121099.0,916575.0
23/12/2021,122526.0,1039101.0
24/12/2021,107180.0,1146281.0
25/12/2021,55668.0,1201949.0
26/12/2021,93631.0,1295580.0
27/12/2021,147790.0,1443370.0
28/12/2021,162652.0,1606022.0
29/12/2021,214379.0,1820401.0
30/12/2021,185197.0,2005598.0
31/12/2021,147364.0,2152962.0
01/01/2022,95998.0,2248960.0
02/01/2022,144272.0,2393232.0
03/01/2022,188031.0,2581263.0
04/01/2022,228214.0,2809477.0
05/01/2022,178652.0,2988129.0
06/01/2022,146650.0,3134779.0
07/01/2022,102243.0,3237022.0
08/01/2022,79066.0,3316088.0
09/01/2022,80897.0,3396985.0
10/01/2022,112987.0,3509972.0
11/01/2022,97998.0,3607970.0
12/01/2022,87198.0,3695168.0
13/01/2022,81373.0,3776541.0
14/01/2022,72588.0,3849129.0
15/01/2022,65362.0,3914491.0
16/01/2022,82348.0,3996839.0
17/01/2022,109893.0,4106732.0
18/01/2022,98318.0,4205050.0
19/01/2022,92267.0,4297317.0
20/01/2022,82011.0,4379328.0
21/01/2022,74150.0,4453478.0
22/01/2022,65801.0,4519279.0
23/01/2022,82239.0,4601518.0
24/01/2022,100307.0,4701825.0
25/01/2022,88005.0,4789830.0
26/01/2022,83650.0,4873480.0
27/01/2022,73368.0,4946848.0
28/01/2022,62829.0,5009677.0
29/01/2022,54576.0,5064253.0
30/01/2022,64029.0,5128282.0
31/01/2022,74484.0,5202766.0
01/02/2022,65012.0,5267778.0
02/02/2022,60386.0,5328164.0
03/02/2022,51489.0,5379653.0
04/02/2022,41545.0,5421198.0
05/02/2022,33669.0,5454867.0
06/02/2022,38403.0,5493270.0
07/02/2022,46549.0,5539819.0
08/02/2022,39892.0,5579711.0
09/02/2022,35529.0,5615240.0
10/02/2022,27844.0,5643084.0
11/02/2022,22742.0,5665826.0
12/02/2022,18233.0,5684059.0
13/02/2022,19539.0,5703598.0
14/02/2022,24651.0,5728249.0
15/02/2022,22361.0,5750610.0
16/02/2022,21023.0,5771633.0
17/02/2022,17394.0,5789027.0
18/02/2022,12101.0,5801128.0
19/02/2022,12204.0,5813332.0
20/02/2022,12427.0,5825759.0
21/02/2022,13655.0,5839414.0
22/02/2022,10884.0,5850298.0
23/02/2022,9478.0,5859776.0
24/02/2022,7438.0,5867214.0
25/02/2022,6167.0,5873381.0
26/02/2022,5127.0,5878508.0
27/02/2022,5912.0,5884420.0
28/02/2022,8007.0,5892427.0
01/03/2022,7515.0,5899942.0
02/03/2022,7357.0,5907299.0
03/03/2022,6469.0,5913768.0
04/03/2022,5808.0,5919576.0
05/03/2022,4972.0,5924548.0
06/03/2022,5712.0,5930260.0
07/03/2022,7615.0,5937875.0
08/03/2022,7304.0,5945179.0
09/03/2022,7198.0,5952377.0
10/03/2022,6514.0,5958891.0
11/03/2022,5762.0,5964653.0
12/03/2022,4937.0,5969590.0
13/03/2022,5463.0,5975053.0
14/03/2022,6766.0,5981819.0
15/03/2022,5887.0,5987706.0
16/03/2022,5465.0,5993171.0
17/03/2022,4623.0,5997794.0
18/03/2022,3882.0,6001676.0
19/03/2022,3154.0,6004830.0
20/03/2022,3448.0,6008278.0
21/03/2022,4427.0,6012705.0
22/03/2022,3839.0,6016544.0
23/03/2022,3461.0,6020005.0
24/03/2022,2902.0,6022907.0
25/03/2022,2410.0,6025317.0
26/03/2022,1951.0,6027268.0
27/03/2022,2051.0,6029319.0
28/03/2022,2664.0,6031983.0
29/03/2022,2167.0,6034150.0
30/03/2022,1915.0,6036065.0
31/03/2022,1326.0,6037391.0
01/04/2022,1101.0,6038492.0
02/04/2022,811.0,6039303.0
03/04/2022,856.0,6040159.0
04/04/2022,1028.0,6041187.0
05/04/2022,867.0,6042054.0
06/04/2022,745.0,6042799.0
07/04/2022,601.0,6043400.0
08/04/2022,483.0,6043883.0
09/04/2022,377.0,6044260.0
10/04/2022,387.0,6044647.0
11/04/2022,434.0,6045081.0
12/04/2022,363.0,6045444.0
13/04/2022,315.0,6045759.0
14/04/2022,245.0,6046004.0
15/04/2022,182.0,6046186.0
16/04/2022,155.0,6046341.0
17/04/2022,142.0,6046483.0
18/04/2022,176.0,6046659.0
19/04/2022,174.0,6046833.0
20/04/2022,141.0,6046974.0
21/04/2022,118.0,6047092.0
22/04/2022,100.0,6047192.0
23/04/2022,83.0,6047275.0
24/04/2022,92.0,6047367.0
25/04/2022,97.0,6047464.0
26/04/2022,77.0,6047541.0
27/04/2022,64.0,6047605.0
