date,Omicron - BA2,CumOmicron - BA2
31/01/2021,0.0,0.0
01/02/2021,0.0,0.0
02/02/2021,0.0,0.0
03/02/2021,0.0,0.0
04/02/2021,0.0,0.0
05/02/2021,0.0,0.0
06/02/2021,0.0,0.0
07/02/2021,0.0,0.0
08/02/2021,0.0,0.0
09/02/2021,0.0,0.0
10/02/2021,0.0,0.0
11/02/2021,0.0,0.0
12/02/2021,0.0,0.0
13/02/2021,0.0,0.0
14/02/2021,0.0,0.0
15/02/2021,0.0,0.0
16/02/2021,0.0,0.0
17/02/2021,0.0,0.0
18/02/2021,0.0,0.0
19/02/2021,0.0,0.0
20/02/2021,0.0,0.0
21/02/2021,0.0,0.0
22/02/2021,0.0,0.0
23/02/2021,0.0,0.0
24/02/2021,0.0,0.0
25/02/2021,0.0,0.0
26/02/2021,0.0,0.0
27/02/2021,0.0,0.0
28/02/2021,0.0,0.0
01/03/2021,0.0,0.0
02/03/2021,0.0,0.0
03/03/2021,0.0,0.0
04/03/2021,0.0,0.0
05/03/2021,0.0,0.0
06/03/2021,0.0,0.0
07/03/2021,0.0,0.0
08/03/2021,0.0,0.0
09/03/2021,0.0,0.0
10/03/2021,0.0,0.0
11/03/2021,0.0,0.0
12/03/2021,0.0,0.0
13/03/2021,0.0,0.0
14/03/2021,0.0,0.0
15/03/2021,0.0,0.0
16/03/2021,0.0,0.0
17/03/2021,0.0,0.0
18/03/2021,0.0,0.0
19/03/2021,0.0,0.0
20/03/2021,0.0,0.0
21/03/2021,0.0,0.0
22/03/2021,0.0,0.0
23/03/2021,0.0,0.0
24/03/2021,0.0,0.0
25/03/2021,0.0,0.0
26/03/2021,0.0,0.0
27/03/2021,0.0,0.0
28/03/2021,0.0,0.0
29/03/2021,0.0,0.0
30/03/2021,0.0,0.0
31/03/2021,0.0,0.0
01/04/2021,0.0,0.0
02/04/2021,0.0,0.0
03/04/2021,0.0,0.0
04/04/2021,0.0,0.0
05/04/2021,0.0,0.0
06/04/2021,0.0,0.0
07/04/2021,0.0,0.0
08/04/2021,0.0,0.0
09/04/2021,0.0,0.0
10/04/2021,0.0,0.0
11/04/2021,0.0,0.0
12/04/2021,0.0,0.0
13/04/2021,0.0,0.0
14/04/2021,0.0,0.0
15/04/2021,0.0,0.0
16/04/2021,0.0,0.0
17/04/2021,0.0,0.0
18/04/2021,0.0,0.0
19/04/2021,0.0,0.0
20/04/2021,0.0,0.0
21/04/2021,0.0,0.0
22/04/2021,0.0,0.0
23/04/2021,0.0,0.0
24/04/2021,0.0,0.0
25/04/2021,0.0,0.0
26/04/2021,0.0,0.0
27/04/2021,0.0,0.0
28/04/2021,0.0,0.0
29/04/2021,0.0,0.0
30/04/2021,0.0,0.0
01/05/2021,0.0,0.0
02/05/2021,0.0,0.0
03/05/2021,0.0,0.0
04/05/2021,0.0,0.0
05/05/2021,0.0,0.0
06/05/2021,0.0,0.0
07/05/2021,0.0,0.0
08/05/2021,0.0,0.0
09/05/2021,0.0,0.0
10/05/2021,0.0,0.0
11/05/2021,0.0,0.0
12/05/2021,0.0,0.0
13/05/2021,0.0,0.0
14/05/2021,0.0,0.0
15/05/2021,0.0,0.0
16/05/2021,0.0,0.0
17/05/2021,0.0,0.0
18/05/2021,0.0,0.0
19/05/2021,0.0,0.0
20/05/2021,0.0,0.0
21/05/2021,0.0,0.0
22/05/2021,0.0,0.0
23/05/2021,0.0,0.0
24/05/2021,0.0,0.0
25/05/2021,0.0,0.0
26/05/2021,0.0,0.0
27/05/2021,0.0,0.0
28/05/2021,0.0,0.0
29/05/2021,0.0,0.0
30/05/2021,0.0,0.0
31/05/2021,0.0,0.0
01/06/2021,0.0,0.0
02/06/2021,0.0,0.0
03/06/2021,0.0,0.0
04/06/2021,0.0,0.0
05/06/2021,0.0,0.0
06/06/2021,0.0,0.0
07/06/2021,0.0,0.0
08/06/2021,0.0,0.0
09/06/2021,0.0,0.0
10/06/2021,0.0,0.0
11/06/2021,0.0,0.0
12/06/2021,0.0,0.0
13/06/2021,0.0,0.0
14/06/2021,0.0,0.0
15/06/2021,0.0,0.0
16/06/2021,0.0,0.0
17/06/2021,0.0,0.0
18/06/2021,0.0,0.0
19/06/2021,0.0,0.0
20/06/2021,0.0,0.0
21/06/2021,0.0,0.0
22/06/2021,0.0,0.0
23/06/2021,0.0,0.0
24/06/2021,0.0,0.0
25/06/2021,0.0,0.0
26/06/2021,0.0,0.0
27/06/2021,0.0,0.0
28/06/2021,0.0,0.0
29/06/2021,0.0,0.0
30/06/2021,0.0,0.0
01/07/2021,0.0,0.0
02/07/2021,0.0,0.0
03/07/2021,0.0,0.0
04/07/2021,0.0,0.0
05/07/2021,0.0,0.0
06/07/2021,0.0,0.0
07/07/2021,0.0,0.0
08/07/2021,0.0,0.0
09/07/2021,0.0,0.0
10/07/2021,0.0,0.0
11/07/2021,0.0,0.0
12/07/2021,0.0,0.0
13/07/2021,0.0,0.0
14/07/2021,0.0,0.0
15/07/2021,0.0,0.0
16/07/2021,0.0,0.0
17/07/2021,0.0,0.0
18/07/2021,0.0,0.0
19/07/2021,0.0,0.0
20/07/2021,0.0,0.0
21/07/2021,0.0,0.0
22/07/2021,0.0,0.0
23/07/2021,0.0,0.0
24/07/2021,0.0,0.0
25/07/2021,0.0,0.0
26/07/2021,0.0,0.0
27/07/2021,0.0,0.0
28/07/2021,0.0,0.0
29/07/2021,0.0,0.0
30/07/2021,0.0,0.0
31/07/2021,0.0,0.0
01/08/2021,0.0,0.0
02/08/2021,0.0,0.0
03/08/2021,0.0,0.0
04/08/2021,0.0,0.0
05/08/2021,0.0,0.0
06/08/2021,0.0,0.0
07/08/2021,0.0,0.0
08/08/2021,0.0,0.0
09/08/2021,0.0,0.0
10/08/2021,0.0,0.0
11/08/2021,0.0,0.0
12/08/2021,0.0,0.0
13/08/2021,0.0,0.0
14/08/2021,0.0,0.0
15/08/2021,0.0,0.0
16/08/2021,0.0,0.0
17/08/2021,0.0,0.0
18/08/2021,0.0,0.0
19/08/2021,0.0,0.0
20/08/2021,0.0,0.0
21/08/2021,0.0,0.0
22/08/2021,0.0,0.0
23/08/2021,0.0,0.0
24/08/2021,0.0,0.0
25/08/2021,0.0,0.0
26/08/2021,0.0,0.0
27/08/2021,0.0,0.0
28/08/2021,0.0,0.0
29/08/2021,0.0,0.0
30/08/2021,0.0,0.0
31/08/2021,0.0,0.0
01/09/2021,0.0,0.0
02/09/2021,0.0,0.0
03/09/2021,0.0,0.0
04/09/2021,0.0,0.0
05/09/2021,0.0,0.0
06/09/2021,0.0,0.0
07/09/2021,0.0,0.0
08/09/2021,0.0,0.0
09/09/2021,0.0,0.0
10/09/2021,0.0,0.0
11/09/2021,0.0,0.0
12/09/2021,0.0,0.0
13/09/2021,0.0,0.0
14/09/2021,0.0,0.0
15/09/2021,0.0,0.0
16/09/2021,0.0,0.0
17/09/2021,0.0,0.0
18/09/2021,0.0,0.0
19/09/2021,0.0,0.0
20/09/2021,0.0,0.0
21/09/2021,0.0,0.0
22/09/2021,0.0,0.0
23/09/2021,0.0,0.0
24/09/2021,0.0,0.0
25/09/2021,0.0,0.0
26/09/2021,0.0,0.0
27/09/2021,0.0,0.0
28/09/2021,0.0,0.0
29/09/2021,0.0,0.0
30/09/2021,0.0,0.0
01/10/2021,0.0,0.0
02/10/2021,0.0,0.0
03/10/2021,0.0,0.0
04/10/2021,0.0,0.0
05/10/2021,0.0,0.0
06/10/2021,0.0,0.0
07/10/2021,0.0,0.0
08/10/2021,0.0,0.0
09/10/2021,0.0,0.0
10/10/2021,0.0,0.0
11/10/2021,0.0,0.0
12/10/2021,0.0,0.0
13/10/2021,0.0,0.0
14/10/2021,0.0,0.0
15/10/2021,0.0,0.0
16/10/2021,0.0,0.0
17/10/2021,0.0,0.0
18/10/2021,0.0,0.0
19/10/2021,0.0,0.0
20/10/2021,0.0,0.0
21/10/2021,0.0,0.0
22/10/2021,0.0,0.0
23/10/2021,0.0,0.0
24/10/2021,0.0,0.0
25/10/2021,0.0,0.0
26/10/2021,0.0,0.0
27/10/2021,0.0,0.0
28/10/2021,0.0,0.0
29/10/2021,0.0,0.0
30/10/2021,0.0,0.0
31/10/2021,0.0,0.0
01/11/2021,0.0,0.0
02/11/2021,0.0,0.0
03/11/2021,0.0,0.0
04/11/2021,0.0,0.0
05/11/2021,0.0,0.0
06/11/2021,0.0,0.0
07/11/2021,0.0,0.0
08/11/2021,0.0,0.0
09/11/2021,0.0,0.0
10/11/2021,0.0,0.0
11/11/2021,0.0,0.0
12/11/2021,0.0,0.0
13/11/2021,0.0,0.0
14/11/2021,0.0,0.0
15/11/2021,0.0,0.0
16/11/2021,0.0,0.0
17/11/2021,0.0,0.0
18/11/2021,0.0,0.0
19/11/2021,0.0,0.0
20/11/2021,0.0,0.0
21/11/2021,0.0,0.0
22/11/2021,0.0,0.0
23/11/2021,0.0,0.0
24/11/2021,0.0,0.0
25/11/2021,0.0,0.0
26/11/2021,0.0,0.0
27/11/2021,0.0,0.0
28/11/2021,0.0,0.0
29/11/2021,0.0,0.0
30/11/2021,1.0,1.0
01/12/2021,1.0,2.0
02/12/2021,2.0,4.0
03/12/2021,2.0,6.0
04/12/2021,2.0,8.0
05/12/2021,2.0,10.0
06/12/2021,3.0,13.0
07/12/2021,2.0,15.0
08/12/2021,2.0,17.0
09/12/2021,1.0,18.0
10/12/2021,1.0,19.0
11/12/2021,0.0,19.0
12/12/2021,0.0,19.0
13/12/2021,2.0,21.0
14/12/2021,5.0,26.0
15/12/2021,9.0,35.0
16/12/2021,11.0,46.0
17/12/2021,13.0,59.0
18/12/2021,14.0,73.0
19/12/2021,16.0,89.0
20/12/2021,43.0,132.0
21/12/2021,68.0,200.0
22/12/2021,95.0,295.0
23/12/2021,116.0,411.0
24/12/2021,118.0,529.0
25/12/2021,70.0,599.0
26/12/2021,131.0,730.0
27/12/2021,312.0,1042.0
28/12/2021,458.0,1500.0
29/12/2021,755.0,2255.0
30/12/2021,782.0,3037.0
31/12/2021,725.0,3762.0
01/01/2022,538.0,4300.0
02/01/2022,908.0,5208.0
03/01/2022,1436.0,6644.0
04/01/2022,2050.0,8694.0
05/01/2022,1845.0,10539.0
06/01/2022,1712.0,12251.0
07/01/2022,1331.0,13582.0
08/01/2022,1135.0,14717.0
09/01/2022,1270.0,15987.0
10/01/2022,2074.0,18061.0
11/01/2022,2061.0,20122.0
12/01/2022,2068.0,22190.0
13/01/2022,2149.0,24339.0
14/01/2022,2113.0,26452.0
15/01/2022,2079.0,28531.0
16/01/2022,2844.0,31375.0
17/01/2022,4397.0,35772.0
18/01/2022,4478.0,40250.0
19/01/2022,4718.0,44968.0
20/01/2022,4657.0,49625.0
21/01/2022,4634.0,54259.0
22/01/2022,4491.0,58750.0
23/01/2022,6092.0,64842.0
24/01/2022,8659.0,73501.0
25/01/2022,8700.0,82201.0
26/01/2022,9343.0,91544.0
27/01/2022,9158.0,100702.0
28/01/2022,8687.0,109389.0
29/01/2022,8298.0,117687.0
30/01/2022,10639.0,128326.0
31/01/2022,13695.0,142021.0
01/02/2022,13141.0,155162.0
02/02/2022,13343.0,168505.0
03/02/2022,12378.0,180883.0
04/02/2022,10821.0,191704.0
05/02/2022,9467.0,201171.0
06/02/2022,11621.0,212792.0
07/02/2022,15959.0,228751.0
08/02/2022,15384.0,244135.0
09/02/2022,15324.0,259459.0
10/02/2022,13367.0,272826.0
11/02/2022,12106.0,284932.0
12/02/2022,10727.0,295659.0
13/02/2022,12675.0,308334.0
14/02/2022,17653.0,325987.0
15/02/2022,17650.0,343637.0
16/02/2022,18270.0,361907.0
17/02/2022,16634.0,378541.0
18/02/2022,12731.0,391272.0
19/02/2022,14129.0,405401.0
20/02/2022,15843.0,421244.0
21/02/2022,19248.0,440492.0
22/02/2022,16993.0,457485.0
23/02/2022,16428.0,473913.0
24/02/2022,14357.0,488270.0
25/02/2022,13305.0,501575.0
26/02/2022,12423.0,513998.0
27/02/2022,16183.0,530181.0
28/02/2022,23742.0,553923.0
01/03/2022,24221.0,578144.0
02/03/2022,25872.0,604016.0
03/03/2022,24932.0,628948.0
04/03/2022,24664.0,653612.0
05/03/2022,23412.0,677024.0
06/03/2022,30042.0,707066.0
07/03/2022,43161.0,750227.0
08/03/2022,44804.0,795031.0
09/03/2022,48012.0,843043.0
10/03/2022,47509.0,890552.0
11/03/2022,46250.0,936802.0
12/03/2022,43957.0,980759.0
13/03/2022,54468.0,1035227.0
14/03/2022,72328.0,1107555.0
15/03/2022,67766.0,1175321.0
16/03/2022,68082.0,1243403.0
17/03/2022,62672.0,1306075.0
18/03/2022,57670.0,1363745.0
19/03/2022,51739.0,1415484.0
20/03/2022,63063.0,1478547.0
21/03/2022,84969.0,1563516.0
22/03/2022,77507.0,1641023.0
23/03/2022,73649.0,1714672.0
24/03/2022,65284.0,1779956.0
25/03/2022,57482.0,1837438.0
26/03/2022,49500.0,1886938.0
27/03/2022,55566.0,1942504.0
28/03/2022,75765.0,2018269.0
29/03/2022,64827.0,2083096.0
30/03/2022,60418.0,2143514.0
31/03/2022,44226.0,2187740.0
01/04/2022,38966.0,2226706.0
02/04/2022,30564.0,2257270.0
03/04/2022,34482.0,2291752.0
04/04/2022,43789.0,2335541.0
05/04/2022,39180.0,2374721.0
06/04/2022,35830.0,2410551.0
07/04/2022,30868.0,2441419.0
08/04/2022,26673.0,2468092.0
09/04/2022,22441.0,2490533.0
10/04/2022,25026.0,2515559.0
11/04/2022,29882.0,2545441.0
12/04/2022,26746.0,2572187.0
13/04/2022,24922.0,2597109.0
14/04/2022,20961.0,2618070.0
15/04/2022,16923.0,2634993.0
16/04/2022,15740.0,2650733.0
17/04/2022,15918.0,2666651.0
18/04/2022,20072.0,2686723.0
19/04/2022,20102.0,2706825.0
20/04/2022,16541.0,2723366.0
21/04/2022,14142.0,2737508.0
22/04/2022,12187.0,2749695.0
23/04/2022,10280.0,2759975.0
24/04/2022,11535.0,2771510.0
25/04/2022,13020.0,2784530.0
26/04/2022,10957.0,2795487.0
27/04/2022,9802.0,2805289.0
28/04/2022,8762.0,2814051.0
29/04/2022,7726.0,2821777.0
30/04/2022,6645.0,2828422.0
01/05/2022,7458.0,2835880.0
02/05/2022,9925.0,2845805.0
03/05/2022,10641.0,2856446.0
