date,Omicron - BA2,CumOmicron - BA2
04/05/2022,9289.0,2865735.0
05/05/2022,8100.0,2873835.0
06/05/2022,7039.0,2880874.0
07/05/2022,5935.0,2886809.0
08/05/2022,7103.0,2893912.0
09/05/2022,8156.0,2902068.0
10/05/2022,7422.0,2909490.0
11/05/2022,6564.0,2916054.0
12/05/2022,5714.0,2921768.0
13/05/2022,5126.0,2926894.0
14/05/2022,4533.0,2931427.0
15/05/2022,5879.0,2937306.0
16/05/2022,6798.0,2944104.0
17/05/2022,5805.0,2949909.0
18/05/2022,5358.0,2955267.0
19/05/2022,4768.0,2960035.0
20/05/2022,4095.0,2964130.0
21/05/2022,3391.0,2967521.0
22/05/2022,4061.0,2971582.0
23/05/2022,4763.0,2976345.0
24/05/2022,4127.0,2980472.0
25/05/2022,3694.0,2984166.0
26/05/2022,3305.0,2987471.0
27/05/2022,2960.0,2990431.0
28/05/2022,2639.0,2993070.0
29/05/2022,2860.0,2995930.0
30/05/2022,3481.0,2999411.0
31/05/2022,3236.0,3002647.0
01/06/2022,3087.0,3005734.0
02/06/2022,2626.0,3008360.0
03/06/2022,2757.0,3011117.0
04/06/2022,2957.0,3014074.0
05/06/2022,3743.0,3017817.0
06/06/2022,4290.0,3022107.0
07/06/2022,4044.0,3026151.0
08/06/2022,4152.0,3030303.0
09/06/2022,3880.0,3034183.0
10/06/2022,3619.0,3037802.0
11/06/2022,3251.0,3041053.0
12/06/2022,4006.0,3045059.0
