date,pororig,poralp
28/08/2020,1.0,0.0
29/08/2020,1.0,0.0
30/08/2020,1.0,0.0
31/08/2020,1.0,0.0
01/09/2020,1.0,0.0
02/09/2020,1.0,0.0
03/09/2020,1.0,0.0
04/09/2020,1.0,0.0
05/09/2020,1.0,0.0
06/09/2020,1.0,0.0
07/09/2020,1.0,0.0
08/09/2020,1.0,0.0
09/09/2020,1.0,0.0
10/09/2020,1.0,0.0
11/09/2020,1.0,0.0
12/09/2020,1.0,0.0
13/09/2020,1.0,0.0
14/09/2020,1.0,0.0
15/09/2020,1.0,0.0
16/09/2020,1.0,0.0
17/09/2020,1.0,0.0
18/09/2020,1.0,0.0
19/09/2020,1.0,0.0
20/09/2020,1.0,0.0
21/09/2020,1.0,0.0
22/09/2020,1.0,0.0
23/09/2020,1.0,0.0
24/09/2020,1.0,0.0
25/09/2020,1.0,0.0
26/09/2020,1.0,0.0
27/09/2020,1.0,0.0
28/09/2020,1.0,0.0
29/09/2020,1.0,0.0
30/09/2020,1.0,0.0
01/10/2020,1.0,0.0
02/10/2020,1.0,0.0
03/10/2020,1.0,0.0
04/10/2020,1.0,0.0
05/10/2020,1.0,0.0
06/10/2020,1.0,0.0
07/10/2020,1.0,0.0
08/10/2020,1.0,0.0
09/10/2020,1.0,0.0
10/10/2020,1.0,0.0
11/10/2020,1.0,0.0
12/10/2020,1.0,0.0
13/10/2020,1.0,0.0
14/10/2020,1.0,0.0
15/10/2020,1.0,0.0
16/10/2020,1.0,0.0
17/10/2020,1.0,0.0
18/10/2020,1.0,0.0
19/10/2020,1.0,0.0
20/10/2020,1.0,0.0
21/10/2020,0.99,0.01
22/10/2020,0.99,0.01
23/10/2020,1.0,0.0
24/10/2020,0.99,0.01
25/10/2020,1.0,0.0
26/10/2020,1.0,0.0
27/10/2020,1.0,0.0
28/10/2020,1.0,0.0
29/10/2020,0.99,0.01
30/10/2020,0.99,0.01
31/10/2020,1.0,0.0
01/11/2020,0.96,0.04
02/11/2020,0.97,0.03
03/11/2020,1.0,0.0
04/11/2020,1.0,0.0
05/11/2020,0.93,0.07
06/11/2020,0.97,0.03
07/11/2020,1.0,0.0
08/11/2020,0.92,0.08
09/11/2020,0.98,0.02
10/11/2020,0.99,0.01
11/11/2020,0.98,0.02
12/11/2020,0.9,0.1
13/11/2020,0.88,0.12
14/11/2020,0.88,0.12
15/11/2020,0.91,0.09
16/11/2020,0.99,0.01
17/11/2020,0.93,0.07
18/11/2020,0.92,0.08
19/11/2020,0.92,0.08
20/11/2020,0.96,0.04
21/11/2020,0.9205,0.07949999999999999
22/11/2020,0.881,0.119
23/11/2020,0.8415,0.15849999999999997
24/11/2020,0.802,0.19799999999999998
25/11/2020,0.7625,0.23749999999999996
26/11/2020,0.723,0.27699999999999997
27/11/2020,0.6835,0.31649999999999995
28/11/2020,0.644,0.3559999999999999
29/11/2020,0.6045,0.3954999999999999
30/11/2020,0.5650000000000001,0.4349999999999999
01/12/2020,0.5255000000000001,0.4744999999999999
02/12/2020,0.48600000000000004,0.5139999999999999
03/12/2020,0.4465,0.5535
04/12/2020,0.40700000000000003,0.593
05/12/2020,0.36750000000000005,0.6325
06/12/2020,0.32800000000000007,0.6719999999999999
07/12/2020,0.2885000000000001,0.7114999999999999
08/12/2020,0.2490000000000001,0.7509999999999999
09/12/2020,0.20950000000000013,0.7904999999999999
10/12/2020,0.17,0.83
11/12/2020,0.1677777777777778,0.8322222222222222
12/12/2020,0.16555555555555557,0.8344444444444444
13/12/2020,0.16333333333333333,0.8366666666666667
14/12/2020,0.16111111111111112,0.8388888888888889
15/12/2020,0.1588888888888889,0.841111111111111
16/12/2020,0.15666666666666668,0.8433333333333333
17/12/2020,0.15444444444444444,0.8455555555555555
18/12/2020,0.15222222222222223,0.8477777777777777
19/12/2020,0.15000000000000002,0.85
20/12/2020,0.14777777777777779,0.8522222222222222
21/12/2020,0.14555555555555555,0.8544444444444445
22/12/2020,0.14333333333333334,0.8566666666666667
23/12/2020,0.14111111111111113,0.8588888888888889
24/12/2020,0.1388888888888889,0.861111111111111
25/12/2020,0.13666666666666666,0.8633333333333333
26/12/2020,0.13444444444444445,0.8655555555555555
27/12/2020,0.13222222222222224,0.8677777777777778
28/12/2020,0.13,0.87
29/12/2020,0.12777777777777777,0.8722222222222222
30/12/2020,0.12555555555555556,0.8744444444444445
31/12/2020,0.12333333333333334,0.8766666666666667
01/01/2021,0.12111111111111111,0.8788888888888889
02/01/2021,0.11888888888888889,0.8811111111111112
03/01/2021,0.11666666666666667,0.8833333333333333
04/01/2021,0.11444444444444445,0.8855555555555555
05/01/2021,0.11222222222222222,0.8877777777777778
06/01/2021,0.11,0.89
07/01/2021,0.10777777777777778,0.8922222222222222
08/01/2021,0.10555555555555556,0.8944444444444445
09/01/2021,0.10333333333333333,0.8966666666666667
10/01/2021,0.10111111111111111,0.898888888888889
11/01/2021,0.09888888888888889,0.9011111111111112
12/01/2021,0.09666666666666666,0.9033333333333333
13/01/2021,0.09444444444444444,0.9055555555555556
14/01/2021,0.09222222222222222,0.9077777777777778
15/01/2021,0.09,0.91
16/01/2021,0.09,0.91
17/01/2021,0.0,0.91
18/01/2021,0.0,0.91
19/01/2021,0.0,0.92
20/01/2021,0.0,0.92
21/01/2021,0.0,0.92
22/01/2021,0.0,0.92
23/01/2021,0.0,0.93
24/01/2021,0.0,0.93
25/01/2021,0.0,0.93
26/01/2021,0.0,0.94
27/01/2021,0.0,0.94
28/01/2021,0.0,0.94
29/01/2021,0.0,0.94
30/01/2021,0.0,0.95
31/01/2021,0.0,0.95
01/02/2021,0.0,0.95
02/02/2021,0.0,0.95
03/02/2021,0.0,0.96
04/02/2021,0.0,0.96
05/02/2021,0.0,0.96
06/02/2021,0.0,0.96
07/02/2021,0.0,0.96
08/02/2021,0.0,0.96
09/02/2021,0.0,0.97
10/02/2021,0.0,0.97
11/02/2021,0.0,0.97
12/02/2021,0.0,0.97
13/02/2021,0.0,0.97
14/02/2021,0.0,0.97
15/02/2021,0.0,0.97
16/02/2021,0.0,0.97
17/02/2021,0.0,0.97
18/02/2021,0.0,0.97
19/02/2021,0.0,0.97
20/02/2021,0.0,0.97
21/02/2021,0.0,0.97
22/02/2021,0.0,0.97
23/02/2021,0.0,0.97
24/02/2021,0.0,0.97
25/02/2021,0.0,0.97
26/02/2021,0.0,0.97
27/02/2021,0.0,0.97
28/02/2021,0.0,0.97
01/03/2021,0.0,0.97
02/03/2021,0.0,0.97
03/03/2021,0.0,0.97
04/03/2021,0.0,0.97
05/03/2021,0.0,0.97
06/03/2021,0.0,0.97
07/03/2021,0.0,0.97
08/03/2021,0.0,0.97
09/03/2021,0.0,0.97
10/03/2021,0.0,0.97
11/03/2021,0.0,0.98
12/03/2021,0.0,0.98
13/03/2021,0.0,0.98
14/03/2021,0.0,0.98
15/03/2021,0.0,0.98
16/03/2021,0.0,0.98
17/03/2021,0.0,0.98
18/03/2021,0.0,0.98
19/03/2021,0.0,0.98
20/03/2021,0.0,0.98
21/03/2021,0.0,0.98
22/03/2021,0.0,0.98
23/03/2021,0.0,0.98
24/03/2021,0.0,0.98
25/03/2021,0.0,0.98
26/03/2021,0.0,0.98
27/03/2021,0.0,0.98
28/03/2021,0.0,0.98
29/03/2021,0.0,0.97
30/03/2021,0.0,0.97
31/03/2021,0.0,0.97
01/04/2021,0.0,0.97
02/04/2021,0.0,0.97
03/04/2021,0.0,0.96
04/04/2021,0.0,0.96
05/04/2021,0.0,0.96
06/04/2021,0.0,0.95
07/04/2021,0.0,0.95
08/04/2021,0.0,0.95
09/04/2021,0.0,0.95
10/04/2021,0.0,0.94
11/04/2021,0.0,0.94
12/04/2021,0.0,0.93
13/04/2021,0.0,0.93
14/04/2021,0.0,0.92
15/04/2021,0.0,0.92
16/04/2021,0.0,0.91
17/04/2021,0.0,0.91
18/04/2021,0.0,0.9
19/04/2021,0.0,0.89
20/04/2021,0.0,0.88
21/04/2021,0.0,0.88
22/04/2021,0.0,0.87
23/04/2021,0.0,0.86
24/04/2021,0.0,0.85
25/04/2021,0.0,0.84
26/04/2021,0.0,0.83
27/04/2021,0.0,0.81
28/04/2021,0.0,0.79
29/04/2021,0.0,0.77
30/04/2021,0.0,0.76
01/05/2021,0.0,0.74
02/05/2021,0.0,0.72
03/05/2021,0.0,0.7
04/05/2021,0.0,0.68
05/05/2021,0.0,0.65
06/05/2021,0.0,0.63
07/05/2021,0.0,0.61
08/05/2021,0.0,0.59
09/05/2021,0.0,0.57
10/05/2021,0.0,0.54
11/05/2021,0.0,0.51
12/05/2021,0.0,0.48
13/05/2021,0.0,0.45
14/05/2021,0.0,0.42
15/05/2021,0.0,0.39
16/05/2021,0.0,0.37
17/05/2021,0.0,0.34
18/05/2021,0.0,0.32
19/05/2021,0.0,0.29
20/05/2021,0.0,0.27
21/05/2021,0.0,0.24
22/05/2021,0.0,0.22
23/05/2021,0.0,0.19
24/05/2021,0.0,0.18
25/05/2021,0.0,0.17
26/05/2021,0.0,0.15
27/05/2021,0.0,0.14
28/05/2021,0.0,0.12
29/05/2021,0.0,0.11
30/05/2021,0.0,0.1
31/05/2021,0.0,0.09
01/06/2021,0.0,0.08
02/06/2021,0.0,0.08
03/06/2021,0.0,0.07
04/06/2021,0.0,0.06
05/06/2021,0.0,0.06
06/06/2021,0.0,0.05
07/06/2021,0.0,0.04
08/06/2021,0.0,0.04
09/06/2021,0.0,0.04
10/06/2021,0.0,0.03
11/06/2021,0.0,0.03
12/06/2021,0.0,0.02
13/06/2021,0.0,0.02
14/06/2021,0.0,0.02
15/06/2021,0.0,0.02
16/06/2021,0.0,0.01
17/06/2021,0.0,0.01
18/06/2021,0.0,0.01
19/06/2021,0.0,0.01
20/06/2021,0.0,0.01
21/06/2021,0.0,0.01
22/06/2021,0.0,0.01
23/06/2021,0.0,0.01
24/06/2021,0.0,0.01
25/06/2021,0.0,0.01
26/06/2021,0.0,0.01
27/06/2021,0.0,0.01
28/06/2021,0.0,0.01
29/06/2021,0.0,0.01
30/06/2021,0.0,0.0
01/07/2021,0.0,0.0
02/07/2021,0.0,0.0
03/07/2021,0.0,0.0
04/07/2021,0.0,0.0
05/07/2021,0.0,0.0
06/07/2021,0.0,0.0
07/07/2021,0.0,0.0
08/07/2021,0.0,0.0
09/07/2021,0.0,0.0
10/07/2021,0.0,0.0
11/07/2021,0.0,0.0
12/07/2021,0.0,0.0
13/07/2021,0.0,0.0
14/07/2021,0.0,0.0
15/07/2021,0.0,0.0
16/07/2021,0.0,0.0
17/07/2021,0.0,0.0
18/07/2021,0.0,0.0
19/07/2021,0.0,0.0
20/07/2021,0.0,0.0
21/07/2021,0.0,0.0
22/07/2021,0.0,0.0
23/07/2021,0.0,0.0
24/07/2021,0.0,0.0
25/07/2021,0.0,0.0
26/07/2021,0.0,0.0
27/07/2021,0.0,0.0
28/07/2021,0.0,0.0
29/07/2021,0.0,0.0
30/07/2021,0.0,0.0
31/07/2021,0.0,0.0
01/08/2021,0.0,0.0
02/08/2021,0.0,0.0
03/08/2021,0.0,0.0
04/08/2021,0.0,0.0
05/08/2021,0.0,0.0
06/08/2021,0.0,0.0
07/08/2021,0.0,0.0
08/08/2021,0.0,0.0
09/08/2021,0.0,0.0
10/08/2021,0.0,0.0
11/08/2021,0.0,0.0
12/08/2021,0.0,0.0
13/08/2021,0.0,0.0
14/08/2021,0.0,0.0
15/08/2021,0.0,9.7e-05
16/08/2021,0.0,0.0
17/08/2021,0.0,0.0
18/08/2021,0.0,0.0
19/08/2021,0.0,0.0
20/08/2021,0.0,0.0
21/08/2021,0.0,0.0
22/08/2021,0.0,0.0
23/08/2021,0.0,0.0
24/08/2021,0.0,0.0
25/08/2021,0.0,0.0
26/08/2021,0.0,0.0
27/08/2021,0.0,0.0
28/08/2021,0.0,0.0
29/08/2021,0.0,0.0
30/08/2021,0.0,0.0
31/08/2021,0.0,0.0
01/09/2021,0.0,0.0
02/09/2021,0.0,0.0
03/09/2021,0.0,0.0
04/09/2021,0.0,0.0
05/09/2021,0.0,0.0
06/09/2021,0.0,0.0
07/09/2021,0.0,0.0
08/09/2021,0.0,0.0
09/09/2021,0.0,0.0
10/09/2021,0.0,0.0
11/09/2021,0.0,0.0
12/09/2021,0.0,0.0
13/09/2021,0.0,0.0
14/09/2021,0.0,0.0
15/09/2021,0.0,0.0
16/09/2021,0.0,0.0
17/09/2021,0.0,0.0
18/09/2021,0.0,0.0
19/09/2021,0.0,0.0
20/09/2021,0.0,0.0
21/09/2021,0.0,9.8e-05
22/09/2021,0.0,7.8e-05
23/09/2021,0.0,5.9e-05
24/09/2021,0.0,3.9e-05
25/09/2021,0.0,2e-05
26/09/2021,0.0,0.0
27/09/2021,0.0,9e-06
28/09/2021,0.0,1.8e-05
29/09/2021,0.0,2.7e-05
30/09/2021,0.0,3.6e-05
01/10/2021,0.0,4.5e-05
02/10/2021,0.0,5.4e-05
03/10/2021,0.0,6.3e-05
04/10/2021,0.0,6.9e-05
05/10/2021,0.0,7.4e-05
06/10/2021,0.0,8e-05
07/10/2021,0.0,8.5e-05
08/10/2021,0.0,9.1e-05
09/10/2021,0.0,9.6e-05
10/10/2021,0.0,0.0
11/10/2021,0.0,9.2e-05
12/10/2021,0.0,8.1e-05
13/10/2021,0.0,7.1e-05
14/10/2021,0.0,6.1e-05
15/10/2021,0.0,5e-05
16/10/2021,0.0,4e-05
17/10/2021,0.0,2.9e-05
18/10/2021,0.0,2.9e-05
19/10/2021,0.0,3e-05
20/10/2021,0.0,3e-05
21/10/2021,0.0,3e-05
22/10/2021,0.0,3e-05
23/10/2021,0.0,3e-05
24/10/2021,0.0,3e-05
25/10/2021,0.0,3e-05
26/10/2021,0.0,2.9e-05
27/10/2021,0.0,2.9e-05
28/10/2021,0.0,2.8e-05
29/10/2021,0.0,2.8e-05
30/10/2021,0.0,2.7e-05
31/10/2021,0.0,2.7e-05
01/11/2021,0.0,2.7e-05
02/11/2021,0.0,2.6e-05
03/11/2021,0.0,2.5e-05
04/11/2021,0.0,2.5e-05
05/11/2021,0.0,2.4e-05
06/11/2021,0.0,2.4e-05
07/11/2021,0.0,2.3e-05
08/11/2021,0.0,2e-05
09/11/2021,0.0,1.7e-05
10/11/2021,0.0,1.3e-05
11/11/2021,0.0,1e-05
12/11/2021,0.0,7e-06
13/11/2021,0.0,3e-06
14/11/2021,0.0,0.0
15/11/2021,0.0,3e-06
16/11/2021,0.0,6e-06
17/11/2021,0.0,9e-06
18/11/2021,0.0,1.2e-05
19/11/2021,0.0,1.5e-05
20/11/2021,0.0,1.8e-05
21/11/2021,0.0,2.1e-05
22/11/2021,0.0,1.8e-05
23/11/2021,0.0,1.5e-05
24/11/2021,0.0,1.2e-05
25/11/2021,0.0,9e-06
26/11/2021,0.0,6e-06
27/11/2021,0.0,3e-06
28/11/2021,0.0,0.0
29/11/2021,0.0,0.0
30/11/2021,0.0,0.0
01/12/2021,0.0,0.0
02/12/2021,0.0,0.0
03/12/2021,0.0,0.0
04/12/2021,0.0,0.0
05/12/2021,0.0,0.0
06/12/2021,0.0,0.0
07/12/2021,0.0,0.0
08/12/2021,0.0,0.0
09/12/2021,0.0,0.0
10/12/2021,0.0,0.0
11/12/2021,0.0,0.0
12/12/2021,0.0,0.0
13/12/2021,0.0,0.0
14/12/2021,0.0,0.0
15/12/2021,0.0,0.0
16/12/2021,0.0,0.0
17/12/2021,0.0,0.0
18/12/2021,0.0,0.0
19/12/2021,0.0,0.0
20/12/2021,0.0,2e-06
21/12/2021,0.0,5e-06
22/12/2021,0.0,7e-06
23/12/2021,0.0,9e-06
24/12/2021,0.0,1.2e-05
25/12/2021,0.0,1.4e-05
26/12/2021,0.0,1.6e-05
27/12/2021,0.0,1.8e-05
28/12/2021,0.0,1.9e-05
29/12/2021,0.0,2e-05
30/12/2021,0.0,2.2e-05
31/12/2021,0.0,2.3e-05
01/01/2022,0.0,2.5e-05
02/01/2022,0.0,2.6e-05
03/01/2022,0.0,2.7e-05
04/01/2022,0.0,2.8e-05
05/01/2022,0.0,2.9e-05
06/01/2022,0.0,3e-05
07/01/2022,0.0,3.1e-05
08/01/2022,0.0,3.2e-05
09/01/2022,0.0,3.3e-05
10/01/2022,0.0,2.8e-05
11/01/2022,0.0,2.4e-05
12/01/2022,0.0,1.9e-05
13/01/2022,0.0,1.4e-05
14/01/2022,0.0,9e-06
15/01/2022,0.0,5e-06
16/01/2022,0.0,0.0
17/01/2022,0.0,0.0
18/01/2022,0.0,0.0
19/01/2022,0.0,0.0
20/01/2022,0.0,0.0
21/01/2022,0.0,0.0
22/01/2022,0.0,0.0
23/01/2022,0.0,0.0
24/01/2022,0.0,4e-06
25/01/2022,0.0,9e-06
26/01/2022,0.0,1.3e-05
27/01/2022,0.0,1.7e-05
28/01/2022,0.0,2.2e-05
29/01/2022,0.0,2.6e-05
30/01/2022,0.0,3e-05
31/01/2022,0.0,2.6e-05
01/02/2022,0.0,2.2e-05
02/02/2022,0.0,1.7e-05
03/02/2022,0.0,1.3e-05
04/02/2022,0.0,9e-06
05/02/2022,0.0,4e-06
06/02/2022,0.0,0.0
07/02/2022,0.0,0.0
08/02/2022,0.0,0.0
09/02/2022,0.0,0.0
10/02/2022,0.0,0.0
11/02/2022,0.0,0.0
12/02/2022,0.0,0.0
13/02/2022,0.0,0.0
14/02/2022,0.0,0.0
15/02/2022,0.0,0.0
16/02/2022,0.0,0.0
17/02/2022,0.0,0.0
18/02/2022,0.0,0.0
19/02/2022,0.0,0.0
20/02/2022,0.0,0.0
21/02/2022,0.0,0.0
22/02/2022,0.0,0.0
23/02/2022,0.0,0.0
24/02/2022,0.0,0.0
25/02/2022,0.0,0.0
26/02/2022,0.0,0.0
27/02/2022,0.0,0.0
28/02/2022,0.0,0.0
01/03/2022,0.0,0.0
02/03/2022,0.0,0.0
03/03/2022,0.0,0.0
04/03/2022,0.0,0.0
05/03/2022,0.0,0.0
06/03/2022,0.0,0.0
07/03/2022,0.0,0.0
08/03/2022,0.0,0.0
09/03/2022,0.0,0.0
10/03/2022,0.0,0.0
11/03/2022,0.0,0.0
12/03/2022,0.0,0.0
13/03/2022,0.0,0.0
14/03/2022,0.0,0.0
15/03/2022,0.0,0.0
16/03/2022,0.0,0.0
17/03/2022,0.0,0.0
18/03/2022,0.0,0.0
19/03/2022,0.0,0.0
20/03/2022,0.0,0.0
21/03/2022,0.0,0.0
22/03/2022,0.0,0.0
23/03/2022,0.0,0.0
24/03/2022,0.0,0.0
25/03/2022,0.0,0.0
26/03/2022,0.0,0.0
27/03/2022,0.0,0.0
28/03/2022,0.0,0.0
29/03/2022,0.0,0.0
30/03/2022,0.0,0.0
31/03/2022,0.0,0.0
01/04/2022,0.0,0.0
02/04/2022,0.0,0.0
03/04/2022,0.0,0.0
04/04/2022,0.0,0.0
05/04/2022,0.0,0.0
06/04/2022,0.0,0.0
07/04/2022,0.0,0.0
08/04/2022,0.0,0.0
09/04/2022,0.0,0.0
10/04/2022,0.0,0.0
11/04/2022,0.0,0.0
12/04/2022,0.0,0.0
13/04/2022,0.0,0.0
14/04/2022,0.0,0.0
15/04/2022,0.0,0.0
16/04/2022,0.0,0.0
17/04/2022,0.0,0.0
18/04/2022,0.0,2.2e-05
19/04/2022,0.0,4.3e-05
20/04/2022,0.0,6.5e-05
21/04/2022,0.0,8.7e-05
22/04/2022,0.0,0.0
23/04/2022,0.0,0.0
24/04/2022,0.0,0.0
25/04/2022,0.0,0.0
26/04/2022,0.0,0.0
27/04/2022,0.0,8.7e-05
28/04/2022,0.0,6.5e-05
29/04/2022,0.0,4.3e-05
30/04/2022,0.0,2.2e-05
01/05/2022,0.0,0.0
02/05/2022,0.0,0.0
03/05/2022,0.0,0.0
04/05/2022,0.0,0.0
05/05/2022,0.0,0.0
06/05/2022,0.0,0.0
07/05/2022,0.0,0.0
08/05/2022,0.0,0.0
09/05/2022,0.0,0.0
10/05/2022,0.0,0.0
11/05/2022,0.0,0.0
12/05/2022,0.0,0.0
13/05/2022,0.0,0.0
14/05/2022,0.0,0.0
15/05/2022,0.0,0.0
16/05/2022,0.0,0.0
17/05/2022,0.0,0.0
18/05/2022,0.0,0.0
19/05/2022,0.0,0.0
20/05/2022,0.0,0.0
21/05/2022,0.0,0.0
22/05/2022,0.0,0.0
23/05/2022,0.0,0.0
24/05/2022,0.0,0.0
25/05/2022,0.0,0.0
26/05/2022,0.0,0.0
27/05/2022,0.0,0.0
28/05/2022,0.0,0.0
29/05/2022,0.0,0.0
30/05/2022,0.0,0.0
31/05/2022,0.0,0.0
01/06/2022,0.0,0.0
02/06/2022,0.0,0.0
03/06/2022,0.0,0.0
04/06/2022,0.0,0.0
05/06/2022,0.0,0.0
06/06/2022,0.0,0.0
07/06/2022,0.0,0.0
08/06/2022,0.0,0.0
09/06/2022,0.0,0.0
10/06/2022,0.0,0.0
11/06/2022,0.0,0.0
12/06/2022,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
