date,original,alpha,delta,omicron,pororig,poralp,pordlt,poromi,sum
10/02/2022,0,0,14,41212,0,0,0.000327857,0.997404428,41319
11/02/2022,0,0,11,34848,0,0,0.000317571,0.997297285,34942
12/02/2022,0,0,9,28960,0,0,0.000307286,0.997190143,29042
13/02/2022,0,0,10,32214,0,0,0.000297,0.997083,32308
14/02/2022,0,0,13,42304,0,0,0.000296714,0.996970714,42433
15/02/2022,0,0,12,40011,0,0,0.000296429,0.996858429,40137
16/02/2022,0,0,12,39293,0,0,0.000296143,0.996746143,39421
17/02/2022,0,0,10,34028,0,0,0.000295857,0.996633857,34143
18/02/2022,0,0,7,24832,0,0,0.000295571,0.996521571,24919
19/02/2022,0,0,8,26333,0,0,0.000295286,0.996409286,26428
20/02/2022,0,0,8,28270,0,0,0.000295,0.996297,28375
21/02/2022,0,0,8,32902,0,0,0.000256229,0.996370858,33022
22/02/2022,0,0,6,27878,0,0,0.000217457,0.996444714,27977
23/02/2022,0,0,5,25905,0,0,0.000178686,0.996518572,25996
24/02/2022,0,0,3,21795,0,0,0.000139914,0.996592428,21870
25/02/2022,0,0,2,19472,0,0,0.000101143,0.996666286,19537
26/02/2022,0,0,1,17550,0,0,6.24E-05,0.996740142,17607
27/02/2022,0,0,1,22095,0,0,2.36E-05,0.996814,22166
28/02/2022,0,0,2,31749,0,0,4.85E-05,0.996643857,31856
01/03/2022,0,0,2,31736,0,0,7.34E-05,0.996473714,31848
02/03/2022,0,0,3,33229,0,0,9.83E-05,0.996303571,33352
03/03/2022,0,0,4,31401,0,0,0.000123257,0.996133429,31523
04/03/2022,0,0,5,30471,0,0,0.000148171,0.995963286,30595
05/03/2022,0,0,5,28384,0,0,0.000173086,0.995793143,28504
06/03/2022,0,0,7,35754,0,0,0.000198,0.995623,35911
07/03/2022,0,0,10,50776,0,0,0.000186286,0.995438,51009
08/03/2022,0,0,9,52108,0,0,0.000174571,0.995253,52357
09/03/2022,0,0,9,55210,0,0,0.000162857,0.995068,55484
10/03/2022,0,0,8,54023,0,0,0.000151143,0.994883,54301
11/03/2022,0,0,7,52012,0,0,0.000139429,0.994698,52289
12/03/2022,0,0,6,48893,0,0,0.000127714,0.994513,49163
13/03/2022,0,0,7,59931,0,0,0.000116,0.994328,60273
14/03/2022,0,0,9,79094,0,0,0.000115714,0.994274138,79549
15/03/2022,0,0,9,73653,0,0,0.000115429,0.994220288,74081
16/03/2022,0,0,9,73547,0,0,0.000115143,0.994166426,73979
17/03/2022,0,0,8,67295,0,0,0.000114857,0.994112614,67694
18/03/2022,0,0,7,61553,0,0,0.000114571,0.994058742,61921
19/03/2022,0,0,6,54894,0,0,0.000114286,0.994004872,55225
20/03/2022,0,0,8,66512,0,0,0.000114,0.993951,66917
21/03/2022,0,0,9,89398,0,0,9.77E-05,0.99389857,89947
22/03/2022,0,0,7,81348,0,0,8.14E-05,0.9938461,81852
23/03/2022,0,0,5,77111,0,0,6.51E-05,0.9937937,77593
24/03/2022,0,0,3,68188,0,0,4.89E-05,0.99374124,68617
25/03/2022,0,0,2,59894,0,0,3.26E-05,0.99368883,60274
26/03/2022,0,0,1,51452,0,0,1.63E-05,0.99363631,51782
27/03/2022,0,0,0,57619,0,0,0,0.9935839,57991
28/03/2022,0,0,0,78437,0,0,0,0.993433672,78955
29/03/2022,0,0,0,67005,0,0,0,0.993283357,67458
30/03/2022,0,0,0,62346,0,0,0,0.993133086,62777
31/03/2022,0,0,0,45564,0,0,0,0.992982714,45886
01/04/2022,0,0,0,40080,0,0,0,0.992832443,40369
02/04/2022,0,0,0,31388,0,0,0,0.992682171,31619
03/04/2022,0,0,0,35354,0,0,0,0.9925319,35620
04/04/2022,0,0,0,44838,0,0,0,0.992504629,45177
05/04/2022,0,0,0,40067,0,0,0,0.992477358,40371
06/04/2022,0,0,0,36595,0,0,0,0.992450087,36873
07/04/2022,0,0,0,31487,0,0,0,0.992422813,31727
08/04/2022,0,0,0,27173,0,0,0,0.992395542,27381
09/04/2022,0,0,0,22832,0,0,0,0.992368271,23008
10/04/2022,0,0,0,25430,0,0,0,0.992341,25626
11/04/2022,0,0,0,30342,0,0,0,0.991968,30588
12/04/2022,0,0,0,27139,0,0,0,0.991595,27369
13/04/2022,0,0,0,25270,0,0,0,0.991222,25494
14/04/2022,0,0,0,21238,0,0,0,0.990849,21434
15/04/2022,0,0,0,17134,0,0,0,0.990476,17299
16/04/2022,0,0,0,15926,0,0,0,0.990103,16085
17/04/2022,0,0,0,16094,0,0,0,0.98973,16261
18/04/2022,0,0,0,20309,0,2.17E-05,0,0.989418429,20526
19/04/2022,0,1,0,20355,0,4.34E-05,0,0.989106857,20579
20/04/2022,0,1,0,16762,0,6.51E-05,0,0.988795286,16952
21/04/2022,0,1,0,14342,0,8.69E-05,0,0.988483714,14509
22/04/2022,0,1,0,12368,0,0.000108571,0,0.988172143,12516
23/04/2022,0,1,0,10441,0,0.000130286,0,0.987860571,10569
24/04/2022,0,2,0,11724,0,0.000152,0,0.987549,11872
25/04/2022,0,2,0,13246,0,0.000130286,3.31E-05,0.987867572,13409
26/04/2022,0,1,1,11159,0,0.000108571,6.63E-05,0.988186143,11292
27/04/2022,0,1,1,9992,0,8.69E-05,9.94E-05,0.988504715,10108
28/04/2022,0,1,1,8940,0,6.51E-05,0.000132571,0.988823285,9041
29/04/2022,0,0,1,7890,0,4.34E-05,0.000165714,0.989141857,7977
30/04/2022,0,0,1,6794,0,2.17E-05,0.000198857,0.989460428,6866
01/05/2022,0,0,2,7632,0,0,0.000232,0.989779,7711
02/05/2022,0,0,2,10218,0,0,0.000198857,0.990126714,10320
03/05/2022,0,0,2,11022,0,0,0.000165714,0.990474428,11128
04/05/2022,0,0,1,9681,0,0,0.000132571,0.990822142,9771
05/05/2022,0,0,1,8494,0,0,9.94E-05,0.991169858,8570
06/05/2022,0,0,0,7427,0,0,6.63E-05,0.991517572,7491
07/05/2022,0,0,0,6301,0,0,3.31E-05,0.991865286,6353
08/05/2022,0,0,0,7589,0,0,0,0.992213,7649
09/05/2022,0,0,0,8780,0,0,0,0.991759,8853
10/05/2022,0,0,0,8049,0,0,0,0.991304999,8120
11/05/2022,0,0,0,7173,0,0,0,0.990850999,7239
12/05/2022,0,0,0,6292,0,0,0,0.990397001,6353
13/05/2022,0,0,0,5688,0,0,0,0.989943001,5746
14/05/2022,0,0,0,5069,0,0,0,0.989489,5123
15/05/2022,0,0,0,6627,0,0,0,0.989035,6700
16/05/2022,0,0,0,7777,0,0,0,0.989617999,7859
17/05/2022,0,0,0,6742,0,0,0,0.990201,6809
18/05/2022,0,0,0,6320,0,0,0,0.990783999,6379
19/05/2022,0,0,0,5712,0,0,0,0.991367001,5762
20/05/2022,0,0,0,4984,0,0,0,0.99195,5024
21/05/2022,0,0,0,4194,0,0,0,0.992533001,4226
22/05/2022,0,0,0,5106,0,0,0,0.993116,5141
23/05/2022,0,0,0,6185,0,0,0,0.992752285,6230
24/05/2022,0,0,0,5541,0,0,0,0.992388572,5584
25/05/2022,0,0,0,5134,0,0,0,0.992024857,5175
26/05/2022,0,0,0,4761,0,0,0,0.991661143,4801
27/05/2022,0,0,0,4427,0,0,0,0.991297428,4466
28/05/2022,0,0,0,4102,0,0,0,0.990933715,4140
29/05/2022,0,0,0,4629,0,0,0,0.99057,4673
30/05/2022,0,0,0,5858,0,0,0,0.991010428,5911
31/05/2022,0,0,0,5672,0,0,0,0.991450858,5721
01/06/2022,0,0,0,5645,0,0,0,0.991891286,5691
02/06/2022,0,0,0,5017,0,0,0,0.992331714,5056
03/06/2022,0,0,0,5517,0,0,0,0.992772142,5557
04/06/2022,0,0,0,6210,0,0,0,0.993212572,6252
05/06/2022,0,0,0,8268,0,0,0,0.993653,8321
06/06/2022,0,0,0,9716,0,0,0,0.994559715,9769
07/06/2022,0,0,0,9395,0,0,0,0.995466427,9438
08/06/2022,0,0,0,9902,0,0,0,0.996373142,9938
09/06/2022,0,0,0,9506,0,0,0,0.997279858,9532
10/06/2022,0,0,0,9113,0,0,0,0.998186573,9130
11/06/2022,0,0,0,8422,0,0,0,0.999093271,8430
12/06/2022,0,0,0,10682,0,0,0,1,10682
